Accession	family	query_name	Resfams_description	Ontology_Level
MB-RF101	OXA-cluster8	gb|AHL30284.1|ARO:3001574|OXA-388	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF063	IMP	gb|BAA77393.1|ARO:3002194|IMP-3	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	gb|ADC55560.1|ARO:3000858|armA	16S ribosomal RNA methyltransferase [ARO:3000857]	family
MB-RF101	OXA-cluster8	gb|AGU69248.1|ARO:3001443|OXA-121	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF040	CMY	gb|AEM97674.1|ARO:3002075|CMY-62	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|AAQ93491.1|ARO:3000986|TEM-124	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF040	CMY	gb|CAB36902.1|ARO:3002017|CMY-6	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF094	OXA-cluster1	gb|AAD02245.1|ARO:3001414|OXA-19	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF093	OXA	gb|AAR32134.1|ARO:3001792|OXA-62	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF115	SHV	gb|BAM28879.1|ARO:3001204|SHV-167	SHV related beta-lactamase (class a)	gene
MB-RF101	OXA-cluster8	gb|ADI58616.1|ARO:3001656|OXA-172	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF101	OXA-cluster8	gb|ABE03012.1|ARO:3001625|OXA-89	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF101	OXA-cluster8	gb|ACD84989.1|ARO:3001652|OXA-131	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF049	DHA	gb|ADT91161.1|ARO:3002135|DHA-6	DHA beta-lactamase (class c) [ARO:3000068]	gene
MB-RF094	OXA-cluster1	gb|BAR45714.1|ARO:3003610|OXA-454	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF014	ANT3	gb|AAF17880.1|ARO:3002605|aadA5	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF127	TEM	gb|CAC43229.1|ARO:3000952|TEM-85	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF036	ClassC-AmpC	gb|AAF86697.1|ARO:3001817|ACC-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF127	TEM	gb|CAO98721.1|ARO:3000886|TEM-15	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF102	OXY	gb|CAB42614.1|ARO:3002399|OXY-2-4	OXY beta-lactamases [ARO:3002388]	gene
MB-RF063	IMP	gb|AAK12087.1|ARO:3002198|IMP-7	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF008	adeB	gb|BAA16344.1|ARO:3000491|acrD	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	gene
MB-RF124	SubclassB2	gb|AAB03413.1|ARO:3003099|cphA2	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	family
MB-RF115	SHV	gb|BAF92780.1|ARO:3001115|SHV-60	SHV related beta-lactamase (class a)	gene
MB-RF115	SHV	gb|ACV32635.1|ARO:3001172|SHV-125	SHV related beta-lactamase (class a)	gene
MB-RF059	GES	gb|ACZ98826.1|ARO:3002344|GES-15	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF040	CMY	gb|AAU95778.1|ARO:3002029|CMY-18	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF058	ErmC	gb|AAK07612.2|ARO:3000604|Erm(35)	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF145	TetY	gb|AAK52606.1|ARO:3002696|cmlA6	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF127	TEM	gb|CBX53726.1|ARO:3000910|TEM-40	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF008	adeB	gb|AAC76298.1|ARO:3000502|acrF	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	gene
MB-RF113	SHV-LEN-OKP	gb|AAF34333.1|ARO:3001077|SHV-19	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	family
MB-RF115	SHV	gb|CAJ47135.2|ARO:3001134|SHV-80	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|CDG50843.1|ARO:3001962|CTX-M-103	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF006	ABCAntibioticEffluxPump	gb|BAE78084.1|ARO:3003548|mdtN	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	family
MB-RF030	CARB	gb|AAM74565.1|ARO:3002246|CARB-7	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF065	IND	gb|ADK25051.1|ARO:3002268|IND-12	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF081	MexA	gb|AAC76297.1|ARO:3000499|acrE	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	gene
MB-RF047	PDC	gb|ACQ82811.1|ARO:3002505|PDC-6	PDC betalactamase (class C) [ARO:3000098]	gene
MB-RF118	OKP-A	gb|CAJ19608.1|ARO:3002427|OKP-A-10	variant A of OKP beta-lactamase (class a)	variant
MB-RF115	SHV	gb|AAF36719.1|ARO:3001084|SHV-26	SHV related beta-lactamase (class a)	gene
MB-RF096	OXA-cluster3	gb|CAG15145.1|ARO:3001772|OXA-59	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF045	MIR	gb|CEA29752.1|ARO:3003173|MIR-17	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF127	TEM	gb|AHJ78622.1|ARO:3001393|TEM-216	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF157	vanY	gb|AAM09853.1|ARO:3002957|vanYD	VanY: glycopeptide resistance gene [ARO:3000077]	variant
MB-RF040	CMY	gb|AIT76090.1|ARO:3002123|CMY-112	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF065	IND	gb|ACZ65153.1|ARO:3002265|IND-9	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF063	IMP	gb|AAT49070.1|ARO:3002206|IMP-15	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF048	CTX-M	gb|AAF72531.1|ARO:3001876|CTX-M-13	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF127	TEM	gb|ABI81768.1|ARO:3001023|TEM-157	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF048	CTX-M	gb|CAQ42481.2|ARO:3001939|CTX-M-78	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAB28795.1|ARO:3000178|tet(K)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	family
MB-RF115	SHV	gb|ABY56290.1|ARO:3001118|SHV-63	SHV related beta-lactamase (class a)	gene
MB-RF071	LRA-B	gb|ACH59005.1|ARO:3002513|LRA-19	LRA beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000852]	variant
MB-RF059	GES	gb|AEZ05107.1|ARO:3002348|GES-19	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF014	ANT3	gb|BAD00739.1|ARO:3002607|aadA7	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF115	SHV	gb|AAD43815.1|ARO:3001072|SHV-13	SHV related beta-lactamase (class a)	gene
MB-RF116	LEN	gb|CAP12350.2|ARO:3002469|LEN-22	LEN related beta-lactamase (class a)	gene
MB-RF115	SHV	gb|ADR66517.1|ARO:3001179|SHV-135	SHV related beta-lactamase (class a)	gene
MB-RF145	TetY	gb|AFK80333.1|ARO:3001313|facT	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF081	MexA	gb|ACJ41739.1|ARO:3000780|adeI	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	gene
MB-RF049	DHA	gb|AIT76094.1|ARO:3002149|DHA-18	DHA beta-lactamase (class c) [ARO:3000068]	gene
MB-RF048	CTX-M	gb|BAA07082.1|ARO:3001906|CTX-M-44	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF115	SHV	gb|CAQ03504.1|ARO:3001337|SHV-99	SHV related beta-lactamase (class a)	gene
MB-RF127	TEM	gb|AFN69127.1|ARO:3001058|TEM-199	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF034	ClassA	gb|AAN77730.1|ARO:3001097|SHV-39	Class A beta-lactamase [ARO:3000078]	family
MB-RF030	CARB	gb|ACJ61335.1|ARO:3002249|CARB-10	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF063	IMP	gb|BAM62794.1|ARO:3002231|IMP-40	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF034	ClassA	gb|AAA26775.1|ARO:3003564|EXO	Class A beta-lactamase [ARO:3000078]	family
MB-RF102	OXY	gb|AAL78276.1|ARO:3002392|OXY-1-4	OXY beta-lactamases [ARO:3002388]	gene
MB-RF120	SME	gb|CAA82281.1|ARO:3002379|SME-1	SME beta-lactamase (class a) [ARO:3000055]	gene
MB-RF003	AAC3-I	gb|BAA78619.1|ARO:3002544|AAC(3)-Xa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF044	ACT	gb|AHL39340.1|ARO:3001847|ACT-27	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF039	CMY-MOX-FOX	gb|AGH56079.1|ARO:3002190|MOX-8	A grouping of related CMY, MOX, FOX betalactamase (class C)	gene
MB-RF030	CARB	gb|BAA02497.1|ARO:3002250|CARB-12	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF115	SHV	gb|AAP03063.1|ARO:3001105|SHV-48	SHV related beta-lactamase (class a)	gene
MB-RF127	TEM	gb|AAN05028.1|ARO:3000941|TEM-75	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF040	CMY	gb|BAF36388.1|ARO:3002048|CMY-37	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF115	SHV	gb|CAQ03507.1|ARO:3001156|SHV-107	SHV related beta-lactamase (class a)	gene
MB-RF039	CMY-MOX-FOX	gb|ACA30419.1|ARO:3002186|MOX-3	A grouping of related CMY, MOX, FOX betalactamase (class C)	gene
MB-RF104	PER	gb|ADD80743.1|ARO:3002368|PER-6	PER beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF040	CMY	gb|CAA55007.1|ARO:3001857|LAT-1	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF044	ACT	gb|ABZ81086.1|ARO:3001829|ACT-4	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF096	OXA-cluster3	gb|AEQ73521.1|ARO:3001806|OXA-224	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF124	SubclassB2	gb|AAP97129.1|ARO:3003104|cphA8	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	family
MB-RF159	VEB	gb|ACA34904.1|ARO:3002374|VEB-6	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF040	CMY	gb|ACV32310.1|ARO:3002060|CMY-49	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF093	OXA	gb|AEM66528.1|ARO:3001809|OXA-209	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF113	SHV-LEN-OKP	gb|AAN05031.1|ARO:3002472|LEN-4	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	family
MB-RF040	CMY	gb|AGZ20169.1|ARO:3002120|CMY-108	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF044	ACT	gb|AFU25650.1|ARO:3001834|ACT-12	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF081	MexA	gb|AAD51344.1|ARO:3003051|smeA	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	gene
MB-RF156	vanX	gb|AAF36804.1|ARO:3002952|vanXF	VanX: glycopeptide resistance gene [ARO:3000011]	variant
MB-RF154	vanT	gb|ABX54690.1|ARO:3002974|vanTrL	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	variant
MB-RF100	OXA-cluster7	gb|AIY30332.1|ARO:3003161|OXA-423	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF120	SME	gb|AAS92558.1|ARO:3002381|SME-3	SME beta-lactamase (class a) [ARO:3000055]	gene
MB-RF063	IMP	gb|AFG73659.1|ARO:3002219|IMP-28	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF090	NDM-CcrA	gb|AFK80349.1|ARO:3002354|NDM-3	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	family
MB-RF040	CMY	gb|CBB16411.1|ARO:3002056|CMY-45	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF115	SHV	gb|ABC54571.1|ARO:3001139|SHV-85	SHV related beta-lactamase (class a)	gene
MB-RF160	VIM	gb|AEZ49857.1|ARO:3002302|VIM-32	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
MB-RF063	IMP	gb|AEN75249.1|ARO:3002229|IMP-38	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF127	TEM	gb|ABM54870.1|ARO:3001026|TEM-160	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF004	AAC6-I	gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF115	SHV	gb|AAP41944.1|ARO:3001108|SHV-51	SHV related beta-lactamase (class a)	gene
MB-RF127	TEM	gb|ACR22829.1|ARO:3001034|TEM-168	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF127	TEM	gb|CAI29263.1|ARO:3000994|TEM-130	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF101	OXA-cluster8	gb|ABF50983.1|ARO:3001437|OXA-67	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF127	TEM	gb|AAL29433.1|ARO:3000948|TEM-81	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF101	OXA-cluster8	gb|CCJ32597.1|ARO:3001674|OXA-249	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	gb|AFQ32277.1|ARO:3001344|SHV-143	SHV related beta-lactamase (class a)	gene
MB-RF104	PER	gb|ACN22483.1|ARO:3002367|PER-5	PER beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF040	CMY	gb|CAH03679.1|ARO:3002027|CMY-16	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF101	OXA-cluster8	gb|AIZ00987.1|ARO:3003117|OXA-421	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF059	GES	gb|AAK58421.1|ARO:3002331|GES-2	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF115	SHV	gb|ABX71158.1|ARO:3001153|SHV-104	SHV related beta-lactamase (class a)	gene
MB-RF014	ANT3	gb|AAC14728.1|ARO:3002603|aadA3	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF044	ACT	gb|AFU25647.1|ARO:3001836|ACT-14	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF072	macA	gb|CAH35803.1|ARO:3002982|amrA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF040	CMY	gb|ABB72431.1|ARO:3002033|CMY-22	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF058	ErmC	gb|CCF55073.1|ARO:3003205|Erm(43)	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF152	vanR	gb|AAF86641.1|ARO:3002922|vanRC	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
MB-RF020	APH3_prime	gb|AAC32025.1|ARO:3002650|APH(3')-Vb	aminoglycoside phosphotransferase prime (APH3')	variant
MB-RF058	ErmC	gb|AAF86219.1|ARO:3000375|ErmB	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF022	baeR	gb|AAD51348.1|ARO:3003066|smeR	baeR: subunit of gene modulating antibiotic efflux [ARO:3000828]	gene
MB-RF101	OXA-cluster8	gb|AAW81358.1|ARO:3001645|OXA-78	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF027	BlaB	gb|AAN63647.1|ARO:3000843|MUS-1	Beta-lactamase B (BlaB) (subclass B1 (metallo-) beta-lactamase) [ARO:3000579]	variant
MB-RF141	TetS	gb|AAA25293.1|ARO:3000192|tetS	"tetS: tetracycline resistance ribosomal protection protein" [ARO:3000192]	gene
MB-RF091	norA	gb|AAS68233.1|ARO:3000391|norA	norA: major facilitator superfamily (MFS) antibiotic efflux pump [ARO:3000391]	gene
MB-RF115	SHV	gb|AEK80394.1|ARO:3001182|SHV-140	SHV related beta-lactamase (class a)	gene
MB-RF160	VIM	gb|ABC94518.1|ARO:3002283|VIM-13	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
MB-RF115	SHV	gb|CEA29750.1|ARO:3003154|SHV-187	SHV related beta-lactamase (class a)	gene
MB-RF022	baeR	gb|CCP46065.1|ARO:3000816|mtrA	baeR: subunit of gene modulating antibiotic efflux [ARO:3000828]	gene
MB-RF119	OKP-B	gb|CAP12360.2|ARO:3002453|OKP-B-20	varaint B of OKP related beta-lactamase (class a)	variant
MB-RF154	vanT	gb|ABA71733.1|ARO:3002972|vanTG	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	variant
MB-RF016	ANT6	gb|AAU10334.1|ARO:3002628|aad(6)	Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]	gene
MB-RF048	CTX-M	gb|BAD90119.1|ARO:3001924|CTX-M-63	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF044	ACT	gb|AHM76777.1|ARO:3001839|ACT-18	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF156	vanX	gb|AAM09852.1|ARO:3003070|vanXD	VanX: glycopeptide resistance gene [ARO:3000011]	variant
MB-RF094	OXA-cluster1	gb|ADV41666.1|ARO:3001475|OXA-183	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF072	macA	gb|BAM10414.1|ARO:3003039|oprA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF153	vanS	gb|AAL27446.1|ARO:3002935|vanSE	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	variant
MB-RF097	OXA-cluster4	gb|AEO92079.1|ARO:3001483|OXA-205	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	gb|AEK48094.1|ARO:3001159|SHV-110	SHV related beta-lactamase (class a)	gene
MB-RF101	OXA-cluster8	gb|ABF47914.1|ARO:3001627|OXA-91	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF094	OXA-cluster1	gb|AAC15074.1|ARO:3001412|OXA-17	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF005	AAC6-II	gb|ABR10839.1|ARO:3002586|AAC(6')-32	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF115	SHV	gb|ACV32633.1|ARO:3001170|SHV-123	SHV related beta-lactamase (class a)	gene
MB-RF044	ACT	gb|ABL67017.1|ARO:3001823|ACT-3	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF040	CMY	gb|ACU00152.1|ARO:3002086|CMY-73	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF048	CTX-M	gb|CAD89606.1|ARO:3001894|CTX-M-32	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF094	OXA-cluster1	gb|AAG45720.1|ARO:3001405|OXA-10	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF104	PER	gb|AAU89132.1|ARO:3002365|PER-3	PER beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF040	CMY	gb|ADW84690.1|ARO:3002077|CMY-64	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF040	CMY	gb|AGU59995.1|ARO:3002070|CMY-99	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF100	OXA-cluster7	gb|AAM34291.1|ARO:3001419|OXA-24	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	gb|CAA66730.1|ARO:3001061|SHV-2A	SHV related beta-lactamase (class a)	gene
MB-RF094	OXA-cluster1	gb|CAL85435.1|ARO:3001439|OXA-101	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF113	SHV-LEN-OKP	gb|AAF34337.1|ARO:3001081|SHV-23	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	family
MB-RF034	ClassA	gb|ACH58980.1|ARO:3002482|LRA-1	Class A beta-lactamase [ARO:3000078]	family
MB-RF004	AAC6-I	gb|ACI28880.1|ARO:3002575|AAC(6')-Iai	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF115	SHV	gb|ABC58727.1|ARO:3001140|SHV-86	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|ACI29346.1|ARO:3001945|CTX-M-84	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF124	SubclassB2	gb|AAP69913.1|ARO:3003101|cphA5	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	family
MB-RF048	CTX-M	gb|AAK32961.1|ARO:3001879|CTX-M-16	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF094	OXA-cluster1	gb|CAH69530.1|ARO:3001798|OXA-74	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF120	SME	gb|AHA49908.1|ARO:3002382|SME-4	SME beta-lactamase (class a) [ARO:3000055]	gene
MB-RF058	ErmC	gb|AAU93796.1|ARO:3000594|ErmR	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF040	CMY	gb|CAP60699.1|ARO:3002049|CMY-38	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|AFC75524.1|ARO:3001054|TEM-194	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF004	AAC6-I	gb|AAK63040.1|ARO:3002635|APH(2'')-IIa	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF048	CTX-M	gb|AHY20039.1|ARO:3002009|CTX-M-152	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF149	vanC	gb|AAL27442.1|ARO:3002907|vanE	VanC: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Ser [ARO:3000368]	variant
MB-RF098	OXA-cluster5	gb|AHA11125.1|ARO:3001549|OXA-362	OXA beta-lactamase (cluster 5), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF068	L1	gb|CAB75346.1|ARO:3000582|L1	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	gene
MB-RF048	CTX-M	gb|AIS67612.1|ARO:3003164|CTX-M-156	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF115	SHV	gb|AAN39364.1|ARO:3001103|SHV-45	SHV related beta-lactamase (class a)	gene
MB-RF008	adeB	gb|AAB41957.1|ARO:3000801|MexD	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	gene
MB-RF129	TetA	gb|AAP93922.1|ARO:3000569|tet(41)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF155	vanW	gb|ABA71730.1|ARO:3002965|vanWG	VanW: glycopeptide resistance gene [ARO:3000002]	variant
MB-RF053	GIM	gb|AIY26289.1|ARO:3003194|GIM-2	GIM related beta-lactamase (subclass B1 (metallo-) beta-lactamases)" [ARO:3000845]	gene
MB-RF088	msbA	gb|AYV52072.1|ARO:3002882|lmrD	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	gene
MB-RF101	OXA-cluster8	gb|ADM26744.1|ARO:3001473|OXA-179	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF006	ABCAntibioticEffluxPump	gb|CBY88983.1|ARO:3002833|vgaE	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	family
MB-RF048	CTX-M	gb|CBL80615.1|ARO:3001955|CTX-M-95	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF115	SHV	gb|AFQ23960.1|ARO:3001193|SHV-154	SHV related beta-lactamase (class a)	gene
MB-RF127	TEM	gb|AEK48085.1|ARO:3001056|TEM-197	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF063	IMP	gb|CAD80251.1|ARO:3002204|IMP-13	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF048	CTX-M	gb|ACV92002.1|ARO:3001932|CTX-M-71	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF048	CTX-M	gb|ABB72225.1|ARO:3001915|CTX-M-53	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|AFK73443.1|ARO:3002091|CMY-78	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF152	vanR	gb|ABA71727.1|ARO:3002926|vanRG	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
MB-RF039	CMY-MOX-FOX	gb|ACS44785.1|ARO:3002189|MOX-7	A grouping of related CMY, MOX, FOX betalactamase (class C)	gene
MB-RF040	CMY	gb|AHW47897.1|ARO:3002122|CMY-111	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF115	SHV	gb|CAJ32371.1|ARO:3001138|SHV-84	SHV related beta-lactamase (class a)	gene
MB-RF044	ACT	gb|AIT76117.1|ARO:3002179|MIR-14	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF101	OXA-cluster8	gb|ADX07748.1|ARO:3001664|OXA-203	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
