Accession	family	query_name	Resfams_description	Ontology_Level
MB-RF106	PvrR	DLFM14_00437|CO2_CHL_493|gene-3|-|816-1457|complete	aminoglycoside phenotypic variant regulator [ARO:3003688]	gene
MB-RF031	CblA	DLFM14_00439|H8_ATM_7|gene-2|+|485-1375|complete	CblA beta-lactamases (class a)	gene
MB-RF031	CblA	DLFM14_00443|H3_FEP_245|gene-1|-|76-966|complete	CblA beta-lactamases (class a)	gene
MB-RF014	ANT3	DLFM14_00459|H6_PIP_4|gene-3|+|1021-1812|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF040	CMY	DLFM14_00460|H6_PIP_5|gene-2|+|411-1556|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF031	CblA	DLFM14_00461|H6_PIP_8|gene-2|+|271-1161|complete	CblA beta-lactamases (class a)	gene
MB-RF034	ClassA	DLFM14_00465|H2_AMP_4|gene-1|-|413-1270|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF116	LEN	DLFM14_00466|H2_AMP_5|gene-3|-|1278-2138|complete	LEN related beta-lactamase (class a)	gene
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM14_00472|CC1_TET_7|gene-2|-|407-2332|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF139	TetW	DLFM14_00474|CC1_TET_10|gene-2|-|468-2387|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF137	TetM-TetW-TetO-TetS	DLFM14_00480|H2_TET_4|gene-3|-|2394-4313|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	family
MB-RF132	TetD	DLFM14_00481|H2_TET_5|gene-3|+|821-2005|complete	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	gene
MB-RF031	CblA	DLFM14_00488|H4_AMX_3|gene-3|-|832-1722|complete	CblA beta-lactamases (class a)	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_00491|H4_AMX_10|gene-4|+|1481-2614|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF058	ErmC	DLFM14_00493|H4_AMX_12|gene-3|-|1629-2468|complete	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF036	ClassC-AmpC	DLFM14_00497|H5_PEN_4|gene-3|+|527-1480|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF127	TEM	DLFM14_00504|H5_PEN_13|gene-1|-|103-963|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF034	ClassA	DLFM14_00537|WO2_PIP_102|gene-1|-|218-1072|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF086	MFSAntibioticEffluxPump	DLFM14_00540|H3_ATM_1|gene-2|-|1104-1652|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF099	OXA-cluster6	DLFM14_00545|WO1_AMP_2|gene-1|+|304-1155|complete	OXA beta-lactamase (cluster 6), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	DLFM14_00564|H8_PIP_9|gene-2|+|377-1237|complete	SHV related beta-lactamase (class a)	gene
MB-RF145	TetY	DLFM14_00600|H8_CHL_1038|gene-3|+|1624-2856|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF034	ClassA	DLFM14_00615|CO2_PEN_8|gene-2|-|1018-1911|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM14_00622|CO2_PEN_24|gene-2|+|316-1023|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF137	TetM-TetW-TetO-TetS	DLFM14_00653|H1_TET_11|gene-3|-|467-2386|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	family
MB-RF034	ClassA	DLFM14_00660|H4_ATM_36|gene-3|-|2537-3427|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF127	TEM	DLFM14_00663|H6_PEN_2|gene-3|+|2266-3126|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF031	CblA	DLFM14_00665|H6_PEN_4|gene-4|+|1916-2824|complete	CblA beta-lactamases (class a)	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_00670|H6_PEN_11|gene-5|-|1502-2635|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF127	TEM	DLFM14_00693|H7_PEN_1|gene-4|-|1666-2526|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF031	CblA	DLFM14_00694|H7_PEN_2|gene-1|+|110-1000|complete	CblA beta-lactamases (class a)	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_00696|H7_PEN_7|gene-3|+|876-2009|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM14_00702|H5_TET_1|gene-2|+|381-2393|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF137	TetM-TetW-TetO-TetS	DLFM14_00708|H5_TET_19|gene-2|-|140-2089|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_00719|H1_AMP_7|gene-4|+|1471-2604|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF093	OXA	DLFM14_00757|H5_AMX_11|gene-2|+|769-1626|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM14_00781|H5_GEN_233|gene-2|-|520-1263|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM14_00801|H5_GEN_383|gene-4|-|546-1325|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	gene
MB-RF145	TetY	DLFM14_00828|H7_CHL_55|gene-1|-|19-1251|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF031	CblA	DLFM14_00835|H5_CAZ_11|gene-2|+|865-1755|complete	CblA beta-lactamases (class a)	gene
MB-RF036	ClassC-AmpC	DLFM14_00837|WC1_ATM_1|gene-2|+|513-1655|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF093	OXA	DLFM14_00842|H5_AMP_8|gene-2|-|1303-2160|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_00851|H5_AMP_22|gene-4|+|1383-2516|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF034	ClassA	DLFM14_00857|H5_AMP_40|gene-1|+|288-1244|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF031	CblA	DLFM14_00865|H5_FEP_125|gene-4|-|2387-3277|complete	CblA beta-lactamases (class a)	gene
MB-RF036	ClassC-AmpC	DLFM14_00885|WO1_CAZ_67|gene-2|+|519-1661|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF031	CblA	DLFM14_00890|H8_CAZ_36|gene-2|-|358-1248|complete	CblA beta-lactamases (class a)	gene
MB-RF006	ABCAntibioticEffluxPump	DLFM14_00893|H3_PEN_5|gene-1|-|57-818|complete	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	family
MB-RF036	ClassC-AmpC	DLFM14_00893|H3_PEN_5|gene-4|-|1828-2700|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF034	ClassA	DLFM14_00899|CC1_AMX_1|gene-2|-|515-1420|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM14_00904|H8_TET_4|gene-2|-|1637-3649|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF129	TetA	DLFM14_00907|H8_TET_13|gene-3|-|1254-2453|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	DLFM14_00908|H8_TET_16|gene-2|+|388-1245|complete	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	family
MB-RF139	TetW	DLFM14_00910|H8_TET_20|gene-2|+|854-2773|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF137	TetM-TetW-TetO-TetS	DLFM14_00916|H8_TET_36|gene-3|-|1811-3730|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	family
MB-RF137	TetM-TetW-TetO-TetS	DLFM14_00917|H8_TET_37|gene-2|+|853-2772|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	family
MB-RF034	ClassA	DLFM14_00922|H7_CAZ_7|gene-2|+|122-1018|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF040	CMY	DLFM14_00923|H7_CAZ_9|gene-2|+|804-1949|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM14_00929|WC1_GEN_19|gene-2|-|616-1368|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	family
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM14_00941|H7_TET_11|gene-2|+|47-2059|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF034	ClassA	DLFM14_00949|H2_ATM_2|gene-3|+|597-1121|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM14_00954|H6_ATM_7|gene-3|-|1183-2139|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM14_00955|H6_ATM_18|gene-2|-|955-1860|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF031	CblA	DLFM14_00957|H6_ATM_20|gene-2|+|1741-2631|complete	CblA beta-lactamases (class a)	gene
MB-RF127	TEM	DLFM14_01116|H2_PIP_3|gene-2|-|1599-2459|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_01120|H3_AMX_3|gene-5|+|1963-3096|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF033	CfxA	DLFM14_01121|H3_AMX_4|gene-3|+|1343-2308|complete	CfxA cephalosporin (class a) [ARO:3001211]	gene
MB-RF031	CblA	DLFM14_01129|H3_AMX_15|gene-1|-|76-966|complete	CblA beta-lactamases (class a)	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_01143|H6_AMP_6|gene-3|+|568-1701|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM14_01153|H4_PEN_4|gene-2|+|307-1440|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF044	ACT	DLFM10_00020|F10_TGC_3|gene-2|+|540-1682|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF144	TetX	DLFM10_00022|F10_TGC_5|gene-2|-|941-2107|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF129	TetA	DLFM10_00029|F10_TGC_17|gene-2|+|304-1503|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF040	CMY	DLFM10_00119|F21_FOX_5|gene-3|-|1269-2414|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF040	CMY	DLFM10_00124|F21_FOX_14|gene-2|+|421-1581|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF040	CMY	DLFM10_00125|F21_FOX_15|gene-4|+|2136-3296|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF060	GMR	DLFM10_00129|F21_FOX_23|gene-1|+|344-1177|complete	determinant of Gene Modulating Resistance	gene
MB-RF107	ramA	DLFM10_00129|F21_FOX_23|gene-2|+|1210-1551|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF044	ACT	DLFM10_00131|F21_FOX_29|gene-3|-|867-2012|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF060	GMR	DLFM10_00132|F21_FOX_31|gene-1|+|49-1164|complete	determinant of Gene Modulating Resistance	gene
MB-RF107	ramA	DLFM10_00132|F21_FOX_31|gene-2|+|1182-1523|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF107	ramA	DLFM10_00133|F21_FOX_32|gene-2|-|1131-1472|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF060	GMR	DLFM10_00133|F21_FOX_32|gene-3|-|1505-2605|complete	determinant of Gene Modulating Resistance	gene
MB-RF107	ramA	DLFM10_00134|F21_FOX_35|gene-2|-|160-501|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00138|F21_FOX_39|gene-4|-|970-2103|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF003	AAC3-I	DLFM10_00143|F2_GEN_3|gene-2|+|1006-1866|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF011	Aminoglycoside	DLFM10_00164|F3_GEN_49|gene-2|+|163-957|complete	Determinant of Aminoglycoside Resistance	family
MB-RF004	AAC6-I	DLFM10_00164|F3_GEN_49|gene-4|+|1409-2302|complete	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF040	CMY	DLFM10_00196|F13_FOX_6|gene-2|-|605-1750|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00198|F13_FOX_9|gene-3|+|646-1779|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF045	MIR	DLFM10_00209|F13_FOX_23|gene-2|+|695-1840|complete	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF060	GMR	DLFM10_00217|F2_FOX_9|gene-3|+|1158-1619|complete	determinant of Gene Modulating Resistance	gene
MB-RF107	ramA	DLFM10_00217|F2_FOX_9|gene-4|+|1652-1993|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF044	ACT	DLFM10_00221|F2_FOX_16|gene-3|-|1358-2503|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF060	GMR	DLFM10_00229|F6_CST_1|gene-4|+|1705-2313|complete	determinant of Gene Modulating Resistance	gene
MB-RF107	ramA	DLFM10_00241|F17_FOX_19|gene-2|+|512-853|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF040	CMY	DLFM10_00247|F17_FOX_32|gene-4|-|1526-2671|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF107	ramA	DLFM10_00248|F17_FOX_33|gene-2|+|355-696|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF060	GMR	DLFM10_00249|F17_FOX_35|gene-1|+|118-1218|complete	determinant of Gene Modulating Resistance	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00252|F17_FOX_41|gene-5|+|2165-3298|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF044	ACT	DLFM10_00255|F17_FOX_48|gene-1|-|94-1239|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF060	GMR	DLFM10_00257|F17_FOX_52|gene-1|-|6-1118|complete	determinant of Gene Modulating Resistance	gene
MB-RF036	ClassC-AmpC	DLFM10_00259|F17_FOX_55|gene-4|-|1076-2011|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF045	MIR	DLFM10_00260|F17_FOX_58|gene-3|-|853-1998|complete	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF111	SED	DLFM10_00268|F2_FEP_12|gene-3|-|1384-2268|complete	SED family class A beta-lactamase	gene
MB-RF003	AAC3-I	DLFM10_00269|F2_FEP_13|gene-2|-|561-1421|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF004	AAC6-I	DLFM10_00281|F7_GEN_30|gene-3|+|2114-3013|complete	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF107	ramA	DLFM10_00310|F8_FOX_12|gene-2|-|197-571|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF060	GMR	DLFM10_00310|F8_FOX_12|gene-3|-|571-1638|complete	determinant of Gene Modulating Resistance	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00315|F8_FOX_23|gene-4|+|1210-2343|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF044	ACT	DLFM10_00327|F18_FOX_7|gene-4|-|942-2087|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00330|F5_FOX_4|gene-5|-|1475-2608|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF040	CMY	DLFM10_00335|F5_FOX_12|gene-2|+|556-1701|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF144	TetX	DLFM10_00337|F6_TGC_2|gene-2|-|1290-2027|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF102	OXY	DLFM10_00339|F15_FEP_1|gene-2|+|260-1132|complete	OXY beta-lactamases [ARO:3002388]	gene
MB-RF031	CblA	DLFM10_00340|F15_FEP_3|gene-2|+|1579-2469|complete	CblA beta-lactamases (class a)	gene
MB-RF011	Aminoglycoside	DLFM10_00345|F9_GEN_1|gene-4|+|1404-1874|complete	Determinant of Aminoglycoside Resistance	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00346|F12_FOX_3|gene-3|+|553-1686|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF107	ramA	DLFM10_00353|F12_FOX_14|gene-3|-|1455-1796|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF110	romA	DLFM10_00358|F12_FOX_22|gene-1|+|78-1181|complete	romA: trasncription factor mediating antibiotic resistance [ARO:3001216]	gene
MB-RF044	ACT	DLFM10_00359|F12_FOX_24|gene-3|-|1287-2534|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF045	MIR	DLFM10_00369|F1_FOX_3|gene-3|+|1113-2258|complete	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF040	CMY	DLFM10_00371|F1_FOX_6|gene-2|+|992-2137|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00372|F1_FOX_7|gene-6|-|1879-3012|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF040	CMY	DLFM10_00434|F16_FEP_6|gene-2|+|333-1493|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF031	CblA	DLFM10_00435|F16_FEP_7|gene-2|+|1489-2379|complete	CblA beta-lactamases (class a)	gene
MB-RF031	CblA	DLFM10_00436|F16_FEP_8|gene-2|-|685-1587|complete	CblA beta-lactamases (class a)	gene
MB-RF031	CblA	DLFM10_00440|F12_FEP_5|gene-4|-|2648-3538|complete	CblA beta-lactamases (class a)	gene
MB-RF034	ClassA	DLFM10_00444|F12_FEP_10|gene-2|-|976-1866|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF060	GMR	DLFM10_00447|F19_FOX_2|gene-5|-|1796-2896|complete	determinant of Gene Modulating Resistance	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00449|F19_FOX_4|gene-5|+|1751-2884|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF093	OXA	DLFM10_00458|F13_FEP_1|gene-3|-|691-1491|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF031	CblA	DLFM10_00463|F13_FEP_7|gene-3|+|2756-3490|complete	CblA beta-lactamases (class a)	gene
MB-RF031	CblA	DLFM10_00480|F10_FEP_23|gene-3|-|1107-1997|complete	CblA beta-lactamases (class a)	gene
MB-RF006	ABCAntibioticEffluxPump	DLFM10_00530|F10_FEP_119|gene-2|+|971-1606|complete	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00542|F6_FOX_16|gene-3|+|628-1761|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF144	TetX	DLFM10_00549|F22_TGC_1|gene-2|+|377-1543|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF044	ACT	DLFM10_00555|F3_FOX_5|gene-1|+|192-1337|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF060	GMR	DLFM10_00564|F3_FOX_31|gene-3|-|459-1349|complete	determinant of Gene Modulating Resistance	gene
MB-RF110	romA	DLFM10_00569|F3_FOX_36|gene-2|+|447-1550|complete	romA: trasncription factor mediating antibiotic resistance [ARO:3001216]	gene
MB-RF107	ramA	DLFM10_00569|F3_FOX_36|gene-3|+|1583-1924|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF060	GMR	DLFM10_00571|F3_FOX_40|gene-2|+|675-1787|complete	determinant of Gene Modulating Resistance	gene
MB-RF040	CMY	DLFM10_00572|F3_FEP_1|gene-3|-|869-2014|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF034	ClassA	DLFM10_00576|F3_FEP_5|gene-5|+|2397-2744|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM10_00576|F3_FEP_5|gene-6|+|2799-3260|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF115	SHV	DLFM10_00577|F3_FEP_6|gene-2|-|696-1556|complete	SHV related beta-lactamase (class a)	gene
MB-RF144	TetX	DLFM10_00578|F2_TGC_1|gene-2|+|376-1320|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF144	TetX	DLFM10_00592|F7_TGC_4|gene-2|-|884-2050|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00593|F7_FOX_1|gene-3|+|742-1875|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF040	CMY	DLFM10_00597|F7_FOX_10|gene-1|-|223-1383|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF045	MIR	DLFM10_00598|F7_FOX_12|gene-2|-|516-1661|complete	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF086	MFSAntibioticEffluxPump	DLFM10_00599|F18_CST_1|gene-4|-|1993-2328|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF128	Tet_Inactivator	DLFM10_00602|F13_TGC_2|gene-2|+|619-960|complete	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline	family
MB-RF144	TetX	DLFM10_00602|F13_TGC_2|gene-3|+|947-1786|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF107	ramA	DLFM10_00605|F16_FOX_7|gene-3|-|1332-1673|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF054	emrB	DLFM10_00608|F16_FOX_11|gene-2|+|617-1858|complete	emrB: subunit of efflux pump conferring antibiotic resistance [ARO:3000074]	gene
MB-RF040	CMY	DLFM10_00609|F16_FOX_12|gene-2|-|277-1422|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM10_00626|F16_FOX_38|gene-4|+|953-2086|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF060	GMR	DLFM10_00627|F16_FOX_39|gene-3|-|1095-2195|complete	determinant of Gene Modulating Resistance	gene
MB-RF034	ClassA	DLFM10_00628|F7_FEP_1|gene-2|-|936-1856|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM10_00629|F7_FEP_2|gene-2|-|989-1801|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF031	CblA	DLFM10_00630|F7_FEP_4|gene-2|+|416-1306|complete	CblA beta-lactamases (class a)	gene
MB-RF011	Aminoglycoside	DLFM10_00641|F15_GEN_14|gene-4|-|1924-2292|complete	Determinant of Aminoglycoside Resistance	family
MB-RF040	CMY	DLFM10_00648|F20_FOX_3|gene-2|-|458-1603|complete	CMY betalactamase (class C) [ARO:3000069]	gene
