Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|AHL30287.1|ARO:3001575|OXA-389	blaOXA-389	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-389	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862753.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-389	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHL39320.1|ARO:3002140|DHA-9	blaDHA-9	class C beta-lactamase DHA-9	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	379	379	100.00	100.00	379	WP_049243320.1	class C beta-lactamase DHA-9	NF012102.1	DHA family class C beta-lactamase
gb|AHL39322.1|ARO:3002098|CMY-85	blaCMY-85	class C beta-lactamase CMY-85	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859877.1	class C beta-lactamase CMY-85	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHL39324.1|ARO:3002095|CMY-82	blaCMY-82	class C beta-lactamase CMY-82	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859872.1	class C beta-lactamase CMY-82	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHL39327.1|ARO:3002099|CMY-86	blaCMY-86	class C beta-lactamase CMY-86	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_032942160.1	class C beta-lactamase CMY-86	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHL39330.1|ARO:3002117|CMY-105	blaCMY-105	class C beta-lactamase CMY-105	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859647.1	class C beta-lactamase CMY-105	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHL39333.1|ARO:3001848|ACT-28	blaACT-28	cephalosporin-hydrolyzing class C beta-lactamase ACT-28	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_023331841.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-28	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHL39336.1|ARO:3001844|ACT-24	blaACT-24	cephalosporin-hydrolyzing class C beta-lactamase ACT-24	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_022646807.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-24	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHL39338.1|ARO:3001845|ACT-25	blaACT-25	cephalosporin-hydrolyzing class C beta-lactamase ACT-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_045351092.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-25	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHL39340.1|ARO:3001847|ACT-27	blaACT-27	cephalosporin-hydrolyzing class C beta-lactamase ACT-27	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_017383966.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-27	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHM76768.1|ARO:3002106|CMY-93	blaCMY-93	class C beta-lactamase CMY-93	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859914.1	class C beta-lactamase CMY-93	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHM76771.1|ARO:3001838|ACT-17	blaACT-17	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_017694683.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHM76774.1|ARO:3001843|ACT-22	blaACT-22	cephalosporin-hydrolyzing class C beta-lactamase ACT-22	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857771.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-22	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHM76777.1|ARO:3001839|ACT-18	blaACT-18	cephalosporin-hydrolyzing class C beta-lactamase ACT-18	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857768.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-18	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHM76779.1|ARO:3001840|ACT-19	blaACT-19	cephalosporin-hydrolyzing class C beta-lactamase ACT-19	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_047354536.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-19	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AHN07452.1|ARO:3001524|OXA-336	blaOXA-336	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-336	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862707.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-336	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07454.1|ARO:3001526|OXA-338	blaOXA-338	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-338	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862710.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-338	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07456.1|ARO:3001527|OXA-339	blaOXA-339	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-339	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862711.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-339	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07458.1|ARO:3001529|OXA-341	blaOXA-341	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-341	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862712.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-341	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07460.1|ARO:3001530|OXA-342	blaOXA-342	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-342	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862713.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-342	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07462.1|ARO:3001532|OXA-344	blaOXA-344	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-344	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862715.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-344	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07463.1|ARO:3001533|OXA-345	blaOXA-345	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-345	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862716.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-345	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN07464.1|ARO:3001534|OXA-346	blaOXA-346	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-346	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862717.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-346	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHN53381.1|ARO:3001577|OXA-391	blaOXA-391	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-391	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862755.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-391	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AHV80711.1|ARO:3002863|dfrA8	dfrA8	trimethoprim-resistant dihydrofolate reductase DfrA8	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	169	169	100.00	100.00	169	WP_000571065.1	trimethoprim-resistant dihydrofolate reductase DfrA8	NF000126.2	trimethoprim-resistant dihydrofolate reductase DfrA8
gb|AHV85514.1|ARO:3002383|SME-5	blaSME-5	carbapenem-hydrolyzing class A beta-lactamase SME-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	294	294	100.00	100.00	294	WP_063864740.1	carbapenem-hydrolyzing class A beta-lactamase SME-5	NF012142.0	SME family carbapenem-hydrolyzing class A beta-lactamase
gb|AHW47897.1|ARO:3002122|CMY-111	blaCMY-111	class C beta-lactamase CMY-111	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859698.1	class C beta-lactamase CMY-111	NF000191.1	CMY-2 family class C beta-lactamase
gb|AHX39588.1|ARO:3002002|CTX-M-144	blaCTX-M-144	class A extended-spectrum beta-lactamase CTX-M-144	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_032495786.1	class A extended-spectrum beta-lactamase CTX-M-144	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AHX39589.1|ARO:3002006|CTX-M-148	blaCTX-M-148	class A extended-spectrum beta-lactamase CTX-M-148	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_032495787.1	class A extended-spectrum beta-lactamase CTX-M-148	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AHX97725.1|ARO:3002786|QnrB74	qnrB74	quinolone resistance pentapeptide repeat protein QnrB74	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	214	214	100.00	100.00	214	WP_063866313.1	quinolone resistance pentapeptide repeat protein QnrB74	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|AHY03238.1|ARO:3002789|QnrD2	qnrD2	quinolone resistance pentapeptide repeat protein QnrD2	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	214	214	100.00	100.00	214	WP_032495680.1	quinolone resistance pentapeptide repeat protein QnrD2	NF000139.2	QnrD family quinolone resistance pentapeptide repeat protein
gb|AHY20039.1|ARO:3002009|CTX-M-152	blaCTX-M-152	class A extended-spectrum beta-lactamase CTX-M-152	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	290	290	100.00	100.00	290	WP_063859961.1	class A extended-spectrum beta-lactamase CTX-M-152	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AIA08936.1|ARO:3000444|rphA	rph	rifamycin-inactivating phosphotransferase Rph	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	865	865	100.00	100.00	865	WP_063854910.1	rifamycin-inactivating phosphotransferase Rph	NF000283.1	rifamycin-inactivating phosphotransferase Rph
gb|AIA09786.1|ARO:3000861|rmtC	rmtC	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	281	281	100.00	100.00	281	WP_000855769.1	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000150.1	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase
gb|AIA58910.1|ARO:3002236|IMP-45	blaIMP-45	subclass B1 metallo-beta-lactamase IMP-45	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	245	245	100.00	100.00	245	WP_063860608.1	subclass B1 metallo-beta-lactamase IMP-45	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|AID67109.1|ARO:3001495|OXA-233	blaOXA-233	OXA-10 family carbapenem-hydrolyzing class D beta-lactamase OXA-233	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063862149.1	OXA-10 family carbapenem-hydrolyzing class D beta-lactamase OXA-233	NF000386.2	OXA-10 family class D beta-lactamase
gb|AID93387.1|ARO:3004660|catB11	catB11	type B-2 chloramphenicol O-acetyltransferase CatB11	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	ALLELEP	210	210	100.00	100.00	210	WP_000800689.1	type B-2 chloramphenicol O-acetyltransferase CatB11	NF000490.1	type B chloramphenicol O-acetyltransferase
gb|AIG20028.1|ARO:3004745|AZECL-25	blaMIR-23	cephalosporin-hydrolyzing class C beta-lactamase MIR-23	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_152315466.1	cephalosporin-hydrolyzing class C beta-lactamase MIR-23	NF000187.3	MIR family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIG22447.1|ARO:3002191|MOX-9	blaMOX-9	CMY-1/MOX family class C beta-lactamase MOX-9	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_042649345.1	CMY-1/MOX family class C beta-lactamase MOX-9	NF000239.3	CMY-1/MOX family class C beta-lactamase
gb|AIG22448.1|ARO:3001558|OXA-372	blaOXA-372	carbapenem-hydrolyzing class D beta-lactamase OXA-372	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_063862739.1	carbapenem-hydrolyzing class D beta-lactamase OXA-372	NF000415.2	OXA-372 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIG51284.1|ARO:3001340|SHV-119	blaSHV-119	class A beta-lactamase SHV-119	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864615.1	class A beta-lactamase SHV-119	NF000285.3	SHV family class A beta-lactamase
gb|AIG94927.1|ARO:3001606|OXA-415	blaOXA-415	OXA-2 family class D beta-lactamase OXA-415	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_034033256.1	OXA-2 family class D beta-lactamase OXA-415	NF000267.2	OXA-2 family class D beta-lactamase
gb|AIH07017.1|ARO:3002329|KPC-19	blaKPC-19	carbapenem-hydrolyzing class A beta-lactamase KPC-19	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	293	293	100.00	100.00	293	WP_063860641.1	carbapenem-hydrolyzing class A beta-lactamase KPC-19	NF012141.0	KPC family carbapenem-hydrolyzing class A beta-lactamase
gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTP	225	184	100.00	99.46	184	WP_012695458.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
gb|AIL46641.1|ARO:3000579|Chryseobacterium	blaB	BlaB family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	249	249	100.00	99.60	249	WP_029729112.1	subclass B1 metallo-beta-lactamase BlaB-1	NF033107.1	BlaB family subclass B1 metallo-beta-lactamase
gb|AIL54055.1|ARO:3001975|CTX-M-115	blaCTX-M-115	class A extended-spectrum beta-lactamase CTX-M-115	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_035895532.1	class A extended-spectrum beta-lactamase CTX-M-115	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AIL92326.1|ARO:3002254|CARB-17	blaCARB-17	carbenicillin-hydrolyzing class A beta-lactamase CARB-17	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	283	283	100.00	100.00	283	WP_023624728.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-17	NF000188.2	CARB family carbenicillin-hydrolyzing class A beta-lactamase
gb|AIL92327.1|ARO:3003174|CARB-18	blaCARB-18	carbenicillin-hydrolyzing class A beta-lactamase CARB-18	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	283	283	100.00	100.00	283	WP_005459715.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-18	NF000188.2	CARB family carbenicillin-hydrolyzing class A beta-lactamase
gb|AIL92328.1|ARO:3003175|CARB-19	blaCARB-19	carbenicillin-hydrolyzing class A beta-lactamase CARB-19	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	283	283	100.00	100.00	283	WP_063857870.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-19	NF000188.2	CARB family carbenicillin-hydrolyzing class A beta-lactamase
gb|AIM47095.1|ARO:3001589|OXA-403	blaOXA-403	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-403	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862760.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-403	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIM47096.1|ARO:3001595|OXA-404	blaOXA-404	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-404	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862761.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-404	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIN56719.1|ARO:3002496|OXA-418	blaOXA-418	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-418	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	276	276	100.00	100.00	276	WP_063862796.1	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-418	NF000501.2	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIS19858.1|ARO:3003177|IMI-7	blaIMI-7	carbapenem-hydrolyzing class A beta-lactamase IMI-7	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	292	292	100.00	100.00	292	WP_063860571.1	carbapenem-hydrolyzing class A beta-lactamase IMI-7	NF000400.2	IMI family carbapenem-hydrolyzing class A beta-lactamase
gb|AIS39034.1|ARO:3001587|OXA-401	blaOXA-401	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-401	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862759.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-401	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIS39035.1|ARO:3001588|OXA-402	blaOXA-402	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-402	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_001021789.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-402	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIS39036.1|ARO:3001586|OXA-400	blaOXA-400	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-400	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063862758.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-400	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIS39742.1|ARO:3003157|TEM-219	blaTEM-219	class A beta-lactamase TEM-219	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864905.1	class A beta-lactamase TEM-219	NF000531.2	TEM family class A beta-lactamase
gb|AIS67611.1|ARO:3003163|CTX-M-155	blaCTX-M-155	class A extended-spectrum beta-lactamase CTX-M-155	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063859962.1	class A extended-spectrum beta-lactamase CTX-M-155	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AIS67612.1|ARO:3003164|CTX-M-156	blaCTX-M-156	class A extended-spectrum beta-lactamase CTX-M-156	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063859963.1	class A extended-spectrum beta-lactamase CTX-M-156	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AIS67613.1|ARO:3003165|CTX-M-157	blaCTX-M-157	class A extended-spectrum beta-lactamase CTX-M-157	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063859964.1	class A extended-spectrum beta-lactamase CTX-M-157	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AIS67768.1|ARO:3003152|SHV-185	blaSHV-185	class A beta-lactamase SHV-185	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864662.1	class A beta-lactamase SHV-185	NF000285.3	SHV family class A beta-lactamase
gb|AIS67769.1|ARO:3003153|SHV-186	blaSHV-186	class A beta-lactamase SHV-186	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864663.1	class A beta-lactamase SHV-186	NF000285.3	SHV family class A beta-lactamase
gb|AIT76085.1|ARO:3001849|ACT-29	blaACT-29	cephalosporin-hydrolyzing class C beta-lactamase ACT-29	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857772.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-29	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIT76086.1|ARO:3001850|ACT-30	blaACT-30	cephalosporin-hydrolyzing class C beta-lactamase ACT-30	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857774.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-30	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIT76087.1|ARO:3001853|ACT-33	blaACT-33	cephalosporin-hydrolyzing class C beta-lactamase ACT-33	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857777.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-33	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIT76088.1|ARO:3001852|ACT-32	blaACT-32	cephalosporin-hydrolyzing class C beta-lactamase ACT-32	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857776.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-32	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIT76089.1|ARO:3002124|CMY-113	blaCMY-113	class C beta-lactamase CMY-113	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859704.1	class C beta-lactamase CMY-113	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76090.1|ARO:3002123|CMY-112	blaCMY-112	class C beta-lactamase CMY-112	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859702.1	class C beta-lactamase CMY-112	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76091.1|ARO:3002129|CMY-118	blaCMY-118	class C beta-lactamase CMY-118	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859728.1	class C beta-lactamase CMY-118	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76092.1|ARO:3002126|CMY-115	blaCMY-115	class C beta-lactamase CMY-115	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859713.1	class C beta-lactamase CMY-115	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76093.1|ARO:3002127|CMY-116	blaCMY-116	class C beta-lactamase CMY-116	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859718.1	class C beta-lactamase CMY-116	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76094.1|ARO:3002149|DHA-18	blaDHA-18	class C beta-lactamase DHA-18	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	379	379	100.00	100.00	379	WP_063860101.1	class C beta-lactamase DHA-18	NF012102.1	DHA family class C beta-lactamase
gb|AIT76095.1|ARO:3001584|OXA-398	blaOXA-398	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-398	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_063862757.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-398	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|AIT76096.1|ARO:3001851|ACT-31	blaACT-31	cephalosporin-hydrolyzing class C beta-lactamase ACT-31	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857775.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-31	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AIT76097.1|ARO:3002128|CMY-117	blaCMY-117	class C beta-lactamase CMY-117	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859722.1	class C beta-lactamase CMY-117	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76098.1|ARO:3002130|CMY-119	blaCMY-119	class C beta-lactamase CMY-119	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859734.1	class C beta-lactamase CMY-119	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76099.1|ARO:3002125|CMY-114	blaCMY-114	class C beta-lactamase CMY-114	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859710.1	class C beta-lactamase CMY-114	NF000191.1	CMY-2 family class C beta-lactamase
gb|AIT76100.1|ARO:3002152|DHA-21	blaDHA-21	class C beta-lactamase DHA-21	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	379	379	100.00	100.00	379	WP_063860105.1	class C beta-lactamase DHA-21	NF012102.1	DHA family class C beta-lactamase
