Accession	family	query_name	Resfams_description
MB-RF095	OXA-cluster2	1693892947|WP_140423324.1|1|1|blaOXA-833|blaOXA-48_like|hydrolase|OXA-48_family_class_D_beta-lactamase_OXA-833	OXA beta-lactamase (cluster 2), part of ClassD beta-lactamase [ARO:3000017]	581.6
MB-RF037	ClassD	1693892947|WP_140423324.1|1|1|blaOXA-833|blaOXA-48_like|hydrolase|OXA-48_family_class_D_beta-lactamase_OXA-833	Class D beta-lactamases [ARO:3000075;ARO:3000017]	360.6
MB-RF093	OXA	1693892947|WP_140423324.1|1|1|blaOXA-833|blaOXA-48_like|hydrolase|OXA-48_family_class_D_beta-lactamase_OXA-833	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	356.0
MB-RF047	PDC	1693892948|WP_140423325.1|1|1|blaPDC-333|blaPDC|hydrolase|class_C_beta-lactamase_PDC-333	PDC betalactamase (class C) [ARO:3000098]	870.5
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1693892948|WP_140423325.1|1|1|blaPDC-333|blaPDC|hydrolase|class_C_beta-lactamase_PDC-333	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	603.0
MB-RF036	ClassC-AmpC	1693892948|WP_140423325.1|1|1|blaPDC-333|blaPDC|hydrolase|class_C_beta-lactamase_PDC-333	Class C beta-lactamases [ARO:3000076;ARO:3000019]	577.3
MB-RF068	L1	1693892949|WP_140423326.1|1|1|blaPOM-2|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-2	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	532.6
MB-RF125	SubclassB3	1693892949|WP_140423326.1|1|1|blaPOM-2|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-2	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	295.7
MB-RF035	ClassB	1693892949|WP_140423326.1|1|1|blaPOM-2|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-2	Class B beta-lactamase [ARO:3000004]	206.0
MB-RF160	VIM	1693892950|WP_140423327.1|1|1|blaVIM-64|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-64	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	594.0
MB-RF035	ClassB	1693892950|WP_140423327.1|1|1|blaVIM-64|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-64	Class B beta-lactamase [ARO:3000004]	251.1
MB-RF123	SubclassB1	1693892950|WP_140423327.1|1|1|blaVIM-64|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-64	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	211.2
MB-RF160	VIM	1693892951|WP_140423328.1|1|1|blaVIM-65|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-65	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	593.2
MB-RF035	ClassB	1693892951|WP_140423328.1|1|1|blaVIM-65|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-65	Class B beta-lactamase [ARO:3000004]	247.2
MB-RF123	SubclassB1	1693892951|WP_140423328.1|1|1|blaVIM-65|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-65	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	208.5
MB-RF077	MCR-1	1693892952|WP_140423329.1|1|1|mcr-1.20|mcr-1||phosphoethanolamine--lipid_A_transferase_MCR-1.20	A derivative of MCR family [ARO:3004268]	1266.7
MB-RF076	MCR	1693892952|WP_140423329.1|1|1|mcr-1.20|mcr-1||phosphoethanolamine--lipid_A_transferase_MCR-1.20	group of mobile colistin resistance genes encode the MCR family of phosphoethanolamine transferases [ARO:3004268]	848.6
MB-RF077	MCR-1	1693892953|WP_140423330.1|1|1|mcr-1.21|mcr-1||phosphoethanolamine--lipid_A_transferase_MCR-1.21	A derivative of MCR family [ARO:3004268]	1265.2
MB-RF076	MCR	1693892953|WP_140423330.1|1|1|mcr-1.21|mcr-1||phosphoethanolamine--lipid_A_transferase_MCR-1.21	group of mobile colistin resistance genes encode the MCR family of phosphoethanolamine transferases [ARO:3004268]	844.1
MB-RF078	MCR-3	1693892954|WP_140423331.1|1|1|mcr-3.26|mcr-3||phosphoethanolamine--lipid_A_transferase_MCR-3.26	A derivative of MCR family [ARO:3004268]	1299.8
MB-RF076	MCR	1693892954|WP_140423331.1|1|1|mcr-3.26|mcr-3||phosphoethanolamine--lipid_A_transferase_MCR-3.26	group of mobile colistin resistance genes encode the MCR family of phosphoethanolamine transferases [ARO:3004268]	954.1
MB-RF076	MCR	1693892955|WP_140423332.1|1|1|mcr-3.30|mcr-3||phosphoethanolamine--lipid_A_transferase_MCR-3.30	group of mobile colistin resistance genes encode the MCR family of phosphoethanolamine transferases [ARO:3004268]	802.6
MB-RF008	adeB	1789666|AAC76298.1|1|1|acrF|acrF|efflux|multidrug_efflux_RND_transporter_permease_subunit_AcrF	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1743.3
MB-RF108	RNDefflux	1789666|AAC76298.1|1|1|acrF|acrF|efflux|multidrug_efflux_RND_transporter_permease_subunit_AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	637.0
MB-RF072	macA	1789666|AAC76298.1|1|1|acrF|acrF|efflux|multidrug_efflux_RND_transporter_permease_subunit_AcrF	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	616.6
MB-RF006	ABCAntibioticEffluxPump	1789666|AAC76298.1|1|1|acrF|acrF|efflux|multidrug_efflux_RND_transporter_permease_subunit_AcrF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	544.9
MB-RF086	MFSAntibioticEffluxPump	1789666|AAC76298.1|1|1|acrF|acrF|efflux|multidrug_efflux_RND_transporter_permease_subunit_AcrF	major facilitator superfamily (MFS) antibiotic efflux pump	495.7
MB-RF145	TetY	1790794|AAC77293.1|1|1|mdtM|mdtM||multidrug_efflux_MFS_transporter_MdtM	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	288.9
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	1790794|AAC77293.1|1|1|mdtM|mdtM||multidrug_efflux_MFS_transporter_MdtM	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	161.6
MB-RF086	MFSAntibioticEffluxPump	1790794|AAC77293.1|1|1|mdtM|mdtM||multidrug_efflux_MFS_transporter_MdtM	major facilitator superfamily (MFS) antibiotic efflux pump	56.0
MB-RF009	adeC-adeK-oprM	190011444|CAQ45062.1|1|1|emrC|emrC||multidrug_efflux_transporter_outer_membrane_subunit_EmrC	adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]	388.5
MB-RF108	RNDefflux	190011444|CAQ45062.1|1|1|emrC|emrC||multidrug_efflux_transporter_outer_membrane_subunit_EmrC	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	64.1
MB-RF086	MFSAntibioticEffluxPump	190011444|CAQ45062.1|1|1|emrC|emrC||multidrug_efflux_transporter_outer_membrane_subunit_EmrC	major facilitator superfamily (MFS) antibiotic efflux pump	47.3
MB-RF054	emrB	190011446|CAQ45064.1|1|1|emrB-sm|emrB-sm||multidrug_efflux_MFS_transporter_permease_subunit_EmrB	emrB: subunit of efflux pump conferring antibiotic resistance [ARO:3000074]	537.8
MB-RF145	TetY	190011446|CAQ45064.1|1|1|emrB-sm|emrB-sm||multidrug_efflux_MFS_transporter_permease_subunit_EmrB	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	254.2
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	190011446|CAQ45064.1|1|1|emrB-sm|emrB-sm||multidrug_efflux_MFS_transporter_permease_subunit_EmrB	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	180.1
MB-RF086	MFSAntibioticEffluxPump	190011446|CAQ45064.1|1|1|emrB-sm|emrB-sm||multidrug_efflux_MFS_transporter_permease_subunit_EmrB	major facilitator superfamily (MFS) antibiotic efflux pump	54.2
MB-RF107	ramA	193934430|ACF30254.1|1|1|mtrR|mtrR|efflux|multidrug_efflux_system_transcriptional_repressor_MtrR	ramA: gene modulating antibiotic efflux [ARO:3000823]	113.5
MB-RF008	adeB	225692171|ACO06752.1|1|1|emhB|emhB|efflux|efflux_RND_transporter_permease_subunit_EmhB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1664.9
MB-RF108	RNDefflux	225692171|ACO06752.1|1|1|emhB|emhB|efflux|efflux_RND_transporter_permease_subunit_EmhB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	622.2
MB-RF072	macA	225692171|ACO06752.1|1|1|emhB|emhB|efflux|efflux_RND_transporter_permease_subunit_EmhB	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	584.0
MB-RF086	MFSAntibioticEffluxPump	225692171|ACO06752.1|1|1|emhB|emhB|efflux|efflux_RND_transporter_permease_subunit_EmhB	major facilitator superfamily (MFS) antibiotic efflux pump	510.0
MB-RF006	ABCAntibioticEffluxPump	225692171|ACO06752.1|1|1|emhB|emhB|efflux|efflux_RND_transporter_permease_subunit_EmhB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	503.6
MB-RF072	macA	23347077|AAN29240.1|1|1|bepD|bepD|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepD	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	182.7
MB-RF006	ABCAntibioticEffluxPump	23347077|AAN29240.1|1|1|bepD|bepD|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepD	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	102.2
MB-RF108	RNDefflux	23347077|AAN29240.1|1|1|bepD|bepD|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepD	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	101.1
MB-RF086	MFSAntibioticEffluxPump	23347077|AAN29240.1|1|1|bepD|bepD|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepD	major facilitator superfamily (MFS) antibiotic efflux pump	41.4
MB-RF085	MexX	23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	mexX: subunit of efflux pump conferring antibiotic resistance [ARO:3001214]	1012.0
MB-RF108	RNDefflux	23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	556.9
MB-RF072	macA	23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	521.4
MB-RF006	ABCAntibioticEffluxPump	23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	430.9
MB-RF086	MFSAntibioticEffluxPump	23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	major facilitator superfamily (MFS) antibiotic efflux pump	397.5
MB-RF072	macA	23463681|AAN33534.1|1|1|bepG|bepG|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepG	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	465.8
MB-RF108	RNDefflux	23463681|AAN33534.1|1|1|bepG|bepG|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepG	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	462.1
MB-RF006	ABCAntibioticEffluxPump	23463681|AAN33534.1|1|1|bepG|bepG|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepG	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	390.9
MB-RF086	MFSAntibioticEffluxPump	23463681|AAN33534.1|1|1|bepG|bepG|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepG	major facilitator superfamily (MFS) antibiotic efflux pump	352.9
MB-RF072	macA	23463682|AAN33535.1|1|1|bepF|bepF|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	165.6
MB-RF006	ABCAntibioticEffluxPump	23463682|AAN33535.1|1|1|bepF|bepF|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	100.9
MB-RF108	RNDefflux	23463682|AAN33535.1|1|1|bepF|bepF|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	91.7
MB-RF086	MFSAntibioticEffluxPump	23463682|AAN33535.1|1|1|bepF|bepF|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF	major facilitator superfamily (MFS) antibiotic efflux pump	22.2
MB-RF008	adeB	2605914|AAD12176.1|1|1|srpB|srpB|efflux|solvent_efflux_RND_transporter_permease_subunit_SrpB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1544.9
MB-RF108	RNDefflux	2605914|AAD12176.1|1|1|srpB|srpB|efflux|solvent_efflux_RND_transporter_permease_subunit_SrpB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	564.4
MB-RF072	macA	2605914|AAD12176.1|1|1|srpB|srpB|efflux|solvent_efflux_RND_transporter_permease_subunit_SrpB	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	547.0
MB-RF006	ABCAntibioticEffluxPump	2605914|AAD12176.1|1|1|srpB|srpB|efflux|solvent_efflux_RND_transporter_permease_subunit_SrpB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	448.6
MB-RF086	MFSAntibioticEffluxPump	2605914|AAD12176.1|1|1|srpB|srpB|efflux|solvent_efflux_RND_transporter_permease_subunit_SrpB	major facilitator superfamily (MFS) antibiotic efflux pump	403.6
MB-RF009	adeC-adeK-oprM	2605915|AAD12177.1|1|1|srpC|srpC||solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC	adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]	549.9
MB-RF072	macA	2605915|AAD12177.1|1|1|srpC|srpC||solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	171.1
MB-RF108	RNDefflux	2605915|AAD12177.1|1|1|srpC|srpC||solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	162.4
MB-RF006	ABCAntibioticEffluxPump	2605915|AAD12177.1|1|1|srpC|srpC||solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	123.9
MB-RF086	MFSAntibioticEffluxPump	2605915|AAD12177.1|1|1|srpC|srpC||solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC	major facilitator superfamily (MFS) antibiotic efflux pump	99.5
MB-RF072	macA	2605916|AAD12178.1|1|1|srpA|srpA|efflux|solvent_efflux_RND_transporter_periplasmic_adaptor_subunit_SrpA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	258.4
MB-RF006	ABCAntibioticEffluxPump	2605916|AAD12178.1|1|1|srpA|srpA|efflux|solvent_efflux_RND_transporter_periplasmic_adaptor_subunit_SrpA	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	161.9
MB-RF108	RNDefflux	2605916|AAD12178.1|1|1|srpA|srpA|efflux|solvent_efflux_RND_transporter_periplasmic_adaptor_subunit_SrpA	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	140.0
MB-RF086	MFSAntibioticEffluxPump	2605916|AAD12178.1|1|1|srpA|srpA|efflux|solvent_efflux_RND_transporter_periplasmic_adaptor_subunit_SrpA	major facilitator superfamily (MFS) antibiotic efflux pump	69.6
MB-RF072	macA	28631601|AAO49780.1|1|1|ttgD|ttgD|efflux|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgD	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	237.3
MB-RF006	ABCAntibioticEffluxPump	28631601|AAO49780.1|1|1|ttgD|ttgD|efflux|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgD	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	146.7
MB-RF108	RNDefflux	28631601|AAO49780.1|1|1|ttgD|ttgD|efflux|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgD	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	121.2
MB-RF086	MFSAntibioticEffluxPump	28631601|AAO49780.1|1|1|ttgD|ttgD|efflux|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgD	major facilitator superfamily (MFS) antibiotic efflux pump	52.9
MB-RF008	adeB	298682348|ADI95409.1|1|1|ttgE|ttgE|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgE	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1535.5
MB-RF108	RNDefflux	298682348|ADI95409.1|1|1|ttgE|ttgE|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgE	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	554.5
MB-RF072	macA	298682348|ADI95409.1|1|1|ttgE|ttgE|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgE	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	532.6
MB-RF006	ABCAntibioticEffluxPump	298682348|ADI95409.1|1|1|ttgE|ttgE|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgE	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	451.2
MB-RF086	MFSAntibioticEffluxPump	298682348|ADI95409.1|1|1|ttgE|ttgE|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgE	major facilitator superfamily (MFS) antibiotic efflux pump	423.3
MB-RF006	ABCAntibioticEffluxPump	30026597|AAP03990.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	70.5
MB-RF006	ABCAntibioticEffluxPump	30387001|CAD56174.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	73.9
MB-RF006	ABCAntibioticEffluxPump	30387014|CAD56186.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	74.8
MB-RF008	adeB	31376270|BAC77251.1|1|1|sdeY|sdeY|efflux|multidrug_efflux_RND_transporter_permease_subunit_SdeY	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1700.0
MB-RF108	RNDefflux	31376270|BAC77251.1|1|1|sdeY|sdeY|efflux|multidrug_efflux_RND_transporter_permease_subunit_SdeY	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	620.3
MB-RF072	macA	31376270|BAC77251.1|1|1|sdeY|sdeY|efflux|multidrug_efflux_RND_transporter_permease_subunit_SdeY	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	598.1
MB-RF006	ABCAntibioticEffluxPump	31376270|BAC77251.1|1|1|sdeY|sdeY|efflux|multidrug_efflux_RND_transporter_permease_subunit_SdeY	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	496.1
MB-RF086	MFSAntibioticEffluxPump	31376270|BAC77251.1|1|1|sdeY|sdeY|efflux|multidrug_efflux_RND_transporter_permease_subunit_SdeY	major facilitator superfamily (MFS) antibiotic efflux pump	480.1
MB-RF008	adeB	3319233|AAC38671.1|1|1|ttgB|ttgB|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1676.3
MB-RF108	RNDefflux	3319233|AAC38671.1|1|1|ttgB|ttgB|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	631.6
MB-RF072	macA	3319233|AAC38671.1|1|1|ttgB|ttgB|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgB	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	588.1
MB-RF006	ABCAntibioticEffluxPump	3319233|AAC38671.1|1|1|ttgB|ttgB|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	508.7
MB-RF086	MFSAntibioticEffluxPump	3319233|AAC38671.1|1|1|ttgB|ttgB|efflux|multidrug_efflux_RND_transporter_permease_subunit_TtgB	major facilitator superfamily (MFS) antibiotic efflux pump	484.5
MB-RF081	MexA	341579930|AAY90617.2|1|1|emhA|emhA|efflux|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	535.8
MB-RF072	macA	341579930|AAY90617.2|1|1|emhA|emhA|efflux|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	283.7
MB-RF006	ABCAntibioticEffluxPump	341579930|AAY90617.2|1|1|emhA|emhA|efflux|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	138.6
MB-RF108	RNDefflux	341579930|AAY90617.2|1|1|emhA|emhA|efflux|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	134.5
MB-RF086	MFSAntibioticEffluxPump	341579930|AAY90617.2|1|1|emhA|emhA|efflux|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA	major facilitator superfamily (MFS) antibiotic efflux pump	55.1
MB-RF145	TetY	353892712|EHE72460.1|1|1|pmrA|pmrA|efflux|multidrug_efflux_MFS_transporter_PmrA	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	240.5
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	353892712|EHE72460.1|1|1|pmrA|pmrA|efflux|multidrug_efflux_MFS_transporter_PmrA	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	160.3
MB-RF086	MFSAntibioticEffluxPump	353892712|EHE72460.1|1|1|pmrA|pmrA|efflux|multidrug_efflux_MFS_transporter_PmrA	major facilitator superfamily (MFS) antibiotic efflux pump	47.8
MB-RF009	adeC-adeK-oprM	37519362|AAQ92182.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]	601.2
MB-RF108	RNDefflux	37519362|AAQ92182.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	202.2
MB-RF072	macA	37519362|AAQ92182.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	201.5
MB-RF086	MFSAntibioticEffluxPump	37519362|AAQ92182.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	major facilitator superfamily (MFS) antibiotic efflux pump	139.8
MB-RF006	ABCAntibioticEffluxPump	37519362|AAQ92182.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	132.2
MB-RF006	ABCAntibioticEffluxPump	3818601|AAC69584.1|1|1|ybtQ|ybtQ||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtQ	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	94.7
MB-RF072	macA	3868983|BAA34299.1|1|1|mexX|mexX|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	237.3
MB-RF006	ABCAntibioticEffluxPump	3868983|BAA34299.1|1|1|mexX|mexX|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	173.4
MB-RF108	RNDefflux	3868983|BAA34299.1|1|1|mexX|mexX|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	151.5
MB-RF086	MFSAntibioticEffluxPump	3868983|BAA34299.1|1|1|mexX|mexX|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX	major facilitator superfamily (MFS) antibiotic efflux pump	48.3
MB-RF006	ABCAntibioticEffluxPump	402540927|AFQ65076.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	63.5
MB-RF006	ABCAntibioticEffluxPump	407064638|AFS85685.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	73.0
MB-RF006	ABCAntibioticEffluxPump	4106633|CAA21388.1|1|1|ybtP|ybtP||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtP	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	97.8
MB-RF108	RNDefflux	4106633|CAA21388.1|1|1|ybtP|ybtP||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtP	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	27.4
MB-RF006	ABCAntibioticEffluxPump	41176|CAA40744.1|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	71.2
MB-RF009	adeC-adeK-oprM	4206627|AAD11746.1|1|1|silC|silC||Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC	adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]	475.6
MB-RF072	macA	4206627|AAD11746.1|1|1|silC|silC||Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	141.3
MB-RF108	RNDefflux	4206627|AAD11746.1|1|1|silC|silC||Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	137.3
MB-RF006	ABCAntibioticEffluxPump	4206627|AAD11746.1|1|1|silC|silC||Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	72.5
