Accession	family	query_name	Resfams_description
RF0102	MFS_1	gb|AAW66497.1|ARO:3000566|tet(39)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	175.2
RF0098	MexE	gb|AAG05881.1|ARO:3000803|MexE	mexE: membrane fusion protein of the MexEF-OprN multidrug efflux complex [ARO:3000803]	965.3
RF0007	ABC_efflux	gb|AAG05881.1|ARO:3000803|MexE	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	292.8
RF0164	RND_mfp	gb|AAG05881.1|ARO:3000803|MexE	TIGR01730_RND_mfp: efflux transporter, RND family, MFP subunit	268.7
RF0132	TetH-TetJ	gb|AAD12753.1|ARO:3000177|tet(J)	tetH and TetJ: tetracycline resistance MFS efflux pumps [ARO:3000175;ARO:3000177]	717.6
RF0134	tet_MFS_efflux	gb|AAD12753.1|ARO:3000177|tet(J)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	512.2
RF0104	MFS_efflux	gb|AAD12753.1|ARO:3000177|tet(J)	major facilitator superfamily (MFS) antibiotic efflux pump [ARO:0010002]	455.1
RF0102	MFS_1	gb|AAD12753.1|ARO:3000177|tet(J)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	209.0
RF0134	tet_MFS_efflux	gb|AAB84282.1|ARO:3000181|tet(V)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	261.4
RF0102	MFS_1	gb|AAB84282.1|ARO:3000181|tet(V)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	96.1
RF0103	MFS_3	gb|AAB84282.1|ARO:3000181|tet(V)	PF05977.8 Transmembrane secretion effector [ARO:3000000]	94.4
RF0004	AAC6-I	gb|AAB63533.1|ARO:3002556|AAC(6')-Ii	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	119.8
RF0011	Acetyltransf_1	gb|AAB63533.1|ARO:3002556|AAC(6')-Ii	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	39.1
RF0014	Acetyltransf_7	gb|AAB63533.1|ARO:3002556|AAC(6')-Ii	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	28.9
RF0056	ClassD	gb|ABD48715.1|ARO:3001626|OXA-88	Class D beta-lactamases [ARO:3000075;ARO:3000017]	397.9
RF0148	Transpeptidase	gb|ABD48715.1|ARO:3001626|OXA-88	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	116.0
RF0119	SHV-LEN	gb|ACM04459.1|ARO:3001158|SHV-109	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	663.4
RF0053	ClassA	gb|ACM04459.1|ARO:3001158|SHV-109	Class A beta-lactamase [ARO:3000078]	427.5
RF0039	Beta-lactamase2	gb|ACM04459.1|ARO:3001158|SHV-109	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	gb|ACM04459.1|ARO:3001158|SHV-109	PF00144.19 Beta-lactamase [ARO:3000001]	113.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFJ79785.1|ARO:3002171|MIR-6	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	710.9
RF0055	ClassC-AmpC	gb|AFJ79785.1|ARO:3002171|MIR-6	Class C beta-lactamases [ARO:3000076;ARO:3000019]	622.6
RF0038	Beta-lactamase	gb|AFJ79785.1|ARO:3002171|MIR-6	PF00144.19 Beta-lactamase [ARO:3000001]	290.5
RF0126	TEM	gb|AAK30619.1|ARO:3000957|TEM-90	TEM beta-lactamase (class a) [ARO:3000014]	669.9
RF0053	ClassA	gb|AAK30619.1|ARO:3000957|TEM-90	Class A beta-lactamase [ARO:3000078]	426.2
RF0039	Beta-lactamase2	gb|AAK30619.1|ARO:3000957|TEM-90	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.7
RF0038	Beta-lactamase	gb|AAK30619.1|ARO:3000957|TEM-90	PF00144.19 Beta-lactamase [ARO:3000001]	106.2
RF0063	DHFR_1	gb|ADG84870.1|ARO:3002858|dfrA12	PF00186.14 Dihydrofolate reductase [ARO:3000745]	170.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHL39327.1|ARO:3002099|CMY-86	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	771.1
RF0055	ClassC-AmpC	gb|AHL39327.1|ARO:3002099|CMY-86	Class C beta-lactamases [ARO:3000076;ARO:3000019]	647.5
RF0038	Beta-lactamase	gb|AHL39327.1|ARO:3002099|CMY-86	PF00144.19 Beta-lactamase [ARO:3000001]	289.3
RF0056	ClassD	gb|ADK35873.1|ARO:3001469|OXA-169	Class D beta-lactamases [ARO:3000075;ARO:3000017]	369.7
RF0148	Transpeptidase	gb|ADK35873.1|ARO:3001469|OXA-169	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	128.9
RF0063	DHFR_1	gb|ABG91835.1|ARO:3002860|dfrA17	PF00186.14 Dihydrofolate reductase [ARO:3000745]	135.8
RF0056	ClassD	gb|CAA53242.1|ARO:3001402|OXA-7	Class D beta-lactamases [ARO:3000075;ARO:3000017]	327.4
RF0148	Transpeptidase	gb|CAA53242.1|ARO:3001402|OXA-7	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	113.2
RF0059	CTXM	gb|AFH88134.1|ARO:3001983|CTX-M-124	CTX-M beta-lactamase (class a) [ARO:3000016]	614.0
RF0053	ClassA	gb|AFH88134.1|ARO:3001983|CTX-M-124	Class A beta-lactamase [ARO:3000078]	429.5
RF0039	Beta-lactamase2	gb|AFH88134.1|ARO:3001983|CTX-M-124	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	148.2
RF0038	Beta-lactamase	gb|AFH88134.1|ARO:3001983|CTX-M-124	PF00144.19 Beta-lactamase [ARO:3000001]	115.1
RF0148	Transpeptidase	gb|AFH88134.1|ARO:3001983|CTX-M-124	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	23.2
RF0126	TEM	gb|CAQ00120.1|ARO:3001022|TEM-156	TEM beta-lactamase (class a) [ARO:3000014]	670.9
RF0053	ClassA	gb|CAQ00120.1|ARO:3001022|TEM-156	Class A beta-lactamase [ARO:3000078]	427.3
RF0039	Beta-lactamase2	gb|CAQ00120.1|ARO:3001022|TEM-156	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.5
RF0038	Beta-lactamase	gb|CAQ00120.1|ARO:3001022|TEM-156	PF00144.19 Beta-lactamase [ARO:3000001]	105.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AET07387.1|ARO:3002076|CMY-63	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	774.4
RF0055	ClassC-AmpC	gb|AET07387.1|ARO:3002076|CMY-63	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.0
RF0038	Beta-lactamase	gb|AET07387.1|ARO:3002076|CMY-63	PF00144.19 Beta-lactamase [ARO:3000001]	288.8
RF0056	ClassD	gb|AHA11126.1|ARO:3001550|OXA-363	Class D beta-lactamases [ARO:3000075;ARO:3000017]	357.2
RF0148	Transpeptidase	gb|AHA11126.1|ARO:3001550|OXA-363	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	113.9
RF0053	ClassA	gb|AAC09015.1|ARO:3002481|AER-1	Class A beta-lactamase [ARO:3000078]	359.0
RF0044	CARB-PSE	gb|AAC09015.1|ARO:3002481|AER-1	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	337.8
RF0039	Beta-lactamase2	gb|AAC09015.1|ARO:3002481|AER-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.9
RF0038	Beta-lactamase	gb|AAC09015.1|ARO:3002481|AER-1	PF00144.19 Beta-lactamase [ARO:3000001]	83.8
RF0113	Qnr	gb|AEM62764.1|ARO:3002802|QnrVC5	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	370.0
RF0056	ClassD	gb|AFN20670.1|ARO:3001499|OXA-240	Class D beta-lactamases [ARO:3000075;ARO:3000017]	341.2
RF0148	Transpeptidase	gb|AFN20670.1|ARO:3001499|OXA-240	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	123.9
RF0059	CTXM	gb|AAX54694.1|ARO:3001901|CTX-M-39	CTX-M beta-lactamase (class a) [ARO:3000016]	613.4
RF0053	ClassA	gb|AAX54694.1|ARO:3001901|CTX-M-39	Class A beta-lactamase [ARO:3000078]	413.7
RF0039	Beta-lactamase2	gb|AAX54694.1|ARO:3001901|CTX-M-39	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.8
RF0038	Beta-lactamase	gb|AAX54694.1|ARO:3001901|CTX-M-39	PF00144.19 Beta-lactamase [ARO:3000001]	100.1
RF0148	Transpeptidase	gb|AAX54694.1|ARO:3001901|CTX-M-39	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	24.7
RF0083	KPC	gb|AAL05630.1|ARO:3002313|KPC-3	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	685.6
RF0053	ClassA	gb|AAL05630.1|ARO:3002313|KPC-3	Class A beta-lactamase [ARO:3000078]	369.5
RF0039	Beta-lactamase2	gb|AAL05630.1|ARO:3002313|KPC-3	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	136.7
RF0038	Beta-lactamase	gb|AAL05630.1|ARO:3002313|KPC-3	PF00144.19 Beta-lactamase [ARO:3000001]	104.5
RF0126	TEM	gb|AAZ14084.2|ARO:3001013|TEM-146	TEM beta-lactamase (class a) [ARO:3000014]	668.1
RF0053	ClassA	gb|AAZ14084.2|ARO:3001013|TEM-146	Class A beta-lactamase [ARO:3000078]	424.3
RF0039	Beta-lactamase2	gb|AAZ14084.2|ARO:3001013|TEM-146	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	135.4
RF0038	Beta-lactamase	gb|AAZ14084.2|ARO:3001013|TEM-146	PF00144.19 Beta-lactamase [ARO:3000001]	106.3
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AEI70575.1|ARO:3001826|ACT-9	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	716.5
RF0055	ClassC-AmpC	gb|AEI70575.1|ARO:3001826|ACT-9	Class C beta-lactamases [ARO:3000076;ARO:3000019]	630.9
RF0038	Beta-lactamase	gb|AEI70575.1|ARO:3001826|ACT-9	PF00144.19 Beta-lactamase [ARO:3000001]	292.2
RF0067	Erm23S_rRNA_methyltrans	gb|AAC69327.1|ARO:3000598|Erm(31)	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	340.0
RF0144	D_ala_D_ala	gb|ABA71731.1|ARO:3002909|vanG	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	329.0
RF0060	Dala_Dala_lig_C	gb|ABA71731.1|ARO:3002909|vanG	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	236.4
RF0061	Dala_Dala_lig_N	gb|ABA71731.1|ARO:3002909|vanG	PF01820.16 D-ala D-ala ligase N-terminus [ARO:3000000]	128.4
RF0119	SHV-LEN	gb|AAF34336.1|ARO:3001080|SHV-22	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	604.2
RF0053	ClassA	gb|AAF34336.1|ARO:3001080|SHV-22	Class A beta-lactamase [ARO:3000078]	394.5
RF0039	Beta-lactamase2	gb|AAF34336.1|ARO:3001080|SHV-22	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.9
RF0038	Beta-lactamase	gb|AAF34336.1|ARO:3001080|SHV-22	PF00144.19 Beta-lactamase [ARO:3000001]	110.5
RF0126	TEM	gb|CAG34105.1|ARO:3000993|TEM-129	TEM beta-lactamase (class a) [ARO:3000014]	669.7
RF0053	ClassA	gb|CAG34105.1|ARO:3000993|TEM-129	Class A beta-lactamase [ARO:3000078]	424.2
RF0039	Beta-lactamase2	gb|CAG34105.1|ARO:3000993|TEM-129	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	132.2
RF0038	Beta-lactamase	gb|CAG34105.1|ARO:3000993|TEM-129	PF00144.19 Beta-lactamase [ARO:3000001]	102.9
RF0113	Qnr	gb|AEL00452.1|ARO:3002749|QnrB34	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	359.5
RF0007	ABC_efflux	gb|CAE18141.1|ARO:3003111|lsaB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	409.2
RF0008	ABC_tran	gb|CAE18141.1|ARO:3003111|lsaB	PF00005.22 ABC transporter [ARO:0010001]	75.8
RF0027	ANT3	gb|ABD58917.1|ARO:3002615|aadA15	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	548.2
RF0166	ANT	gb|ABD58917.1|ARO:3002615|aadA15	Aminoglycoside Nucleotidyltransferase	359.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AGC54798.1|ARO:3002107|CMY-94	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	779.9
RF0055	ClassC-AmpC	gb|AGC54798.1|ARO:3002107|CMY-94	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.7
RF0038	Beta-lactamase	gb|AGC54798.1|ARO:3002107|CMY-94	PF00144.19 Beta-lactamase [ARO:3000001]	291.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76113.1|ARO:3002174|MIR-9	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.4
RF0055	ClassC-AmpC	gb|AIT76113.1|ARO:3002174|MIR-9	Class C beta-lactamases [ARO:3000076;ARO:3000019]	629.2
RF0038	Beta-lactamase	gb|AIT76113.1|ARO:3002174|MIR-9	PF00144.19 Beta-lactamase [ARO:3000001]	295.3
RF0119	SHV-LEN	gb|CAJ19601.1|ARO:3002421|OKP-A-4	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	595.9
RF0053	ClassA	gb|CAJ19601.1|ARO:3002421|OKP-A-4	Class A beta-lactamase [ARO:3000078]	413.0
RF0039	Beta-lactamase2	gb|CAJ19601.1|ARO:3002421|OKP-A-4	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.4
RF0038	Beta-lactamase	gb|CAJ19601.1|ARO:3002421|OKP-A-4	PF00144.19 Beta-lactamase [ARO:3000001]	105.2
RF0102	MFS_1	gb|CCQ22388.1|ARO:3000421|norB	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	163.1
RF0108	NDM-CcrA	gb|AGU91756.1|ARO:3002359|NDM-9	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	363.5
RF0123	SubclassB1	gb|AGU91756.1|ARO:3002359|NDM-9	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	288.5
RF0054	ClassB	gb|AGU91756.1|ARO:3002359|NDM-9	Class B beta-lactamase [ARO:3000004]	249.3
RF0085	Lactamase_B	gb|AGU91756.1|ARO:3002359|NDM-9	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	47.6
RF0124	SubclassB2	gb|AGU91756.1|ARO:3002359|NDM-9	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	40.6
RF0056	ClassD	gb|AGZ83156.1|ARO:3001547|OXA-360	Class D beta-lactamases [ARO:3000075;ARO:3000017]	342.5
RF0148	Transpeptidase	gb|AGZ83156.1|ARO:3001547|OXA-360	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	110.1
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CBH19182.1|ARO:3002057|CMY-46	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	775.6
RF0055	ClassC-AmpC	gb|CBH19182.1|ARO:3002057|CMY-46	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.2
RF0038	Beta-lactamase	gb|CBH19182.1|ARO:3002057|CMY-46	PF00144.19 Beta-lactamase [ARO:3000001]	289.4
RF0133	TetM-TetW-TetO-TetS	gb|CBH51823.1|ARO:3000556|tet44	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	1121.0
RF0135	tet_ribosomoal_protect	gb|CBH51823.1|ARO:3000556|tet44	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	1115.0
RF0056	ClassD	gb|AEB98920.1|ARO:3001479|OXA-194	Class D beta-lactamases [ARO:3000075;ARO:3000017]	395.6
RF0148	Transpeptidase	gb|AEB98920.1|ARO:3001479|OXA-194	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	115.8
RF0126	TEM	gb|AAD22539.1|ARO:3000923|TEM-54	TEM beta-lactamase (class a) [ARO:3000014]	670.2
RF0053	ClassA	gb|AAD22539.1|ARO:3000923|TEM-54	Class A beta-lactamase [ARO:3000078]	423.7
RF0039	Beta-lactamase2	gb|AAD22539.1|ARO:3000923|TEM-54	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	132.8
RF0038	Beta-lactamase	gb|AAD22539.1|ARO:3000923|TEM-54	PF00144.19 Beta-lactamase [ARO:3000001]	106.4
RF0113	Qnr	gb|ACS71746.1|ARO:3002737|QnrB22	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	359.8
RF0083	KPC	gb|ADZ75467.1|ARO:3002322|KPC-12	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	685.5
RF0053	ClassA	gb|ADZ75467.1|ARO:3002322|KPC-12	Class A beta-lactamase [ARO:3000078]	371.0
RF0039	Beta-lactamase2	gb|ADZ75467.1|ARO:3002322|KPC-12	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.5
RF0038	Beta-lactamase	gb|ADZ75467.1|ARO:3002322|KPC-12	PF00144.19 Beta-lactamase [ARO:3000001]	103.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFK73452.1|ARO:3002094|CMY-81	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	767.1
RF0055	ClassC-AmpC	gb|AFK73452.1|ARO:3002094|CMY-81	Class C beta-lactamases [ARO:3000076;ARO:3000019]	645.4
RF0038	Beta-lactamase	gb|AFK73452.1|ARO:3002094|CMY-81	PF00144.19 Beta-lactamase [ARO:3000001]	292.6
RF0080	IMP	gb|AAK13078.1|ARO:3002195|IMP-4	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	538.1
RF0123	SubclassB1	gb|AAK13078.1|ARO:3002195|IMP-4	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	305.7
RF0054	ClassB	gb|AAK13078.1|ARO:3002195|IMP-4	Class B beta-lactamase [ARO:3000004]	266.6
RF0124	SubclassB2	gb|AAK13078.1|ARO:3002195|IMP-4	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	55.4
RF0085	Lactamase_B	gb|AAK13078.1|ARO:3002195|IMP-4	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	52.9
RF0164	RND_mfp	gb|ABS43901.1|ARO:3000783|cmeA	TIGR01730_RND_mfp: efflux transporter, RND family, MFP subunit	336.9
RF0059	CTXM	gb|ADY02554.1|ARO:3001965|CTX-M-105	CTX-M beta-lactamase (class a) [ARO:3000016]	625.7
RF0053	ClassA	gb|ADY02554.1|ARO:3001965|CTX-M-105	Class A beta-lactamase [ARO:3000078]	424.2
RF0039	Beta-lactamase2	gb|ADY02554.1|ARO:3001965|CTX-M-105	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	143.1
RF0038	Beta-lactamase	gb|ADY02554.1|ARO:3001965|CTX-M-105	PF00144.19 Beta-lactamase [ARO:3000001]	117.5
RF0135	tet_ribosomoal_protect	gb|CAA79727.1|ARO:3000191|tetQ	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	1020.1
RF0056	ClassD	gb|ADK92148.1|ARO:3001709|OXA-182	Class D beta-lactamases [ARO:3000075;ARO:3000017]	357.1
RF0148	Transpeptidase	gb|ADK92148.1|ARO:3001709|OXA-182	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	124.4
RF0056	ClassD	gb|ADI58620.1|ARO:3001660|OXA-176	Class D beta-lactamases [ARO:3000075;ARO:3000017]	393.7
RF0148	Transpeptidase	gb|ADI58620.1|ARO:3001660|OXA-176	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	116.2
RF0056	ClassD	gb|AGW16409.1|ARO:3001515|OXA-327	Class D beta-lactamases [ARO:3000075;ARO:3000017]	365.7
RF0148	Transpeptidase	gb|AGW16409.1|ARO:3001515|OXA-327	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	109.0
RF0056	ClassD	gb|CCJ32596.1|ARO:3001673|OXA-248	Class D beta-lactamases [ARO:3000075;ARO:3000017]	392.4
RF0148	Transpeptidase	gb|CCJ32596.1|ARO:3001673|OXA-248	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	114.7
RF0050	Chlor_Acetyltrans_CAT	gb|AAA86871.1|ARO:3002841|vatB	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	68.6
RF0056	ClassD	gb|AGW83452.1|ARO:3001541|OXA-354	Class D beta-lactamases [ARO:3000075;ARO:3000017]	364.2
RF0148	Transpeptidase	gb|AGW83452.1|ARO:3001541|OXA-354	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	108.8
RF0102	MFS_1	gb|AAC77293.1|ARO:3001214|mdtM	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	107.6
RF0161	VEB-PER	gb|CAM88398.1|ARO:3002370|VEB-1	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	575.5
RF0053	ClassA	gb|CAM88398.1|ARO:3002370|VEB-1	Class A beta-lactamase [ARO:3000078]	283.8
RF0039	Beta-lactamase2	gb|CAM88398.1|ARO:3002370|VEB-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.9
RF0038	Beta-lactamase	gb|CAM88398.1|ARO:3002370|VEB-1	PF00144.19 Beta-lactamase [ARO:3000001]	29.1
RF0067	Erm23S_rRNA_methyltrans	gb|AAC32026.1|ARO:3002823|ErmH	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	276.5
RF0095	Methyltransf_18	gb|AAC32026.1|ARO:3002823|ErmH	PF12847.2 Methyltransferase domain [ARO:3000000]	38.6
RF0056	ClassD	gb|AAB97924.1|ARO:3001411|OXA-16	Class D beta-lactamases [ARO:3000075;ARO:3000017]	332.7
RF0148	Transpeptidase	gb|AAB97924.1|ARO:3001411|OXA-16	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	121.6
RF0119	SHV-LEN	gb|CAI10727.2|ARO:3001111|SHV-55	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.2
RF0053	ClassA	gb|CAI10727.2|ARO:3001111|SHV-55	Class A beta-lactamase [ARO:3000078]	425.9
RF0039	Beta-lactamase2	gb|CAI10727.2|ARO:3001111|SHV-55	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.1
RF0038	Beta-lactamase	gb|CAI10727.2|ARO:3001111|SHV-55	PF00144.19 Beta-lactamase [ARO:3000001]	112.6
RF0056	ClassD	gb|AAW81342.1|ARO:3001619|OXA-71	Class D beta-lactamases [ARO:3000075;ARO:3000017]	396.2
RF0148	Transpeptidase	gb|AAW81342.1|ARO:3001619|OXA-71	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	116.9
RF0102	MFS_1	gb|ACJ63262.1|ARO:3003107|mefB	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	106.1
RF0103	MFS_3	gb|ACJ63262.1|ARO:3003107|mefB	PF05977.8 Transmembrane secretion effector [ARO:3000000]	73.2
RF0119	SHV-LEN	gb|AFW16978.1|ARO:3001352|SHV-168	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.9
RF0053	ClassA	gb|AFW16978.1|ARO:3001352|SHV-168	Class A beta-lactamase [ARO:3000078]	425.3
RF0039	Beta-lactamase2	gb|AFW16978.1|ARO:3001352|SHV-168	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	125.6
RF0038	Beta-lactamase	gb|AFW16978.1|ARO:3001352|SHV-168	PF00144.19 Beta-lactamase [ARO:3000001]	108.5
RF0008	ABC_tran	gb|CAA36304.1|ARO:3000251|msrA	PF00005.22 ABC transporter [ARO:0010001]	81.4
RF0044	CARB-PSE	gb|BAC61820.1|ARO:3003151|CARB-22	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	360.0
RF0053	ClassA	gb|BAC61820.1|ARO:3003151|CARB-22	Class A beta-lactamase [ARO:3000078]	332.5
RF0039	Beta-lactamase2	gb|BAC61820.1|ARO:3003151|CARB-22	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.3
RF0038	Beta-lactamase	gb|BAC61820.1|ARO:3003151|CARB-22	PF00144.19 Beta-lactamase [ARO:3000001]	88.6
RF0059	CTXM	gb|CAD70280.1|ARO:3001890|CTX-M-28	CTX-M beta-lactamase (class a) [ARO:3000016]	630.5
RF0053	ClassA	gb|CAD70280.1|ARO:3001890|CTX-M-28	Class A beta-lactamase [ARO:3000078]	421.7
RF0039	Beta-lactamase2	gb|CAD70280.1|ARO:3001890|CTX-M-28	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.4
RF0038	Beta-lactamase	gb|CAD70280.1|ARO:3001890|CTX-M-28	PF00144.19 Beta-lactamase [ARO:3000001]	111.2
RF0162	VIM	gb|AGS82586.1|ARO:3002309|VIM-39	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	589.3
RF0054	ClassB	gb|AGS82586.1|ARO:3002309|VIM-39	Class B beta-lactamase [ARO:3000004]	330.5
RF0123	SubclassB1	gb|AGS82586.1|ARO:3002309|VIM-39	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	314.5
RF0124	SubclassB2	gb|AGS82586.1|ARO:3002309|VIM-39	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	66.9
RF0085	Lactamase_B	gb|AGS82586.1|ARO:3002309|VIM-39	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	66.2
