Accession	family	query_name	Resfams_description
RF0013	Acetyltransf_4	1084345762|WP_070397092.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	23.3
RF0011	Acetyltransf_1	1084345763|WP_070397093.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	60.8
RF0014	Acetyltransf_7	1084345763|WP_070397093.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	35.5
RF0013	Acetyltransf_4	1084345763|WP_070397093.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	23.3
RF0011	Acetyltransf_1	1084345764|WP_070397094.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	61.6
RF0014	Acetyltransf_7	1084345764|WP_070397094.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	35.9
RF0013	Acetyltransf_4	1084345764|WP_070397094.1|1|1|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	23.4
RF0055	ClassC-AmpC	1092775147|WP_070698497.1|1|1|blaPDC-278|blaPDC|hydrolase|class_C_beta-lactamase_PDC-278	Class C beta-lactamases [ARO:3000076;ARO:3000019]	558.8
RF0038	Beta-lactamase	1092775147|WP_070698497.1|1|1|blaPDC-278|blaPDC|hydrolase|class_C_beta-lactamase_PDC-278	PF00144.19 Beta-lactamase [ARO:3000001]	272.2
RF0045	CAT	1098460939|WP_071218680.1|1|1|catU|catU|acetyltransferase|type_A_chloramphenicol_O-acetyltransferase	PF00302.13 Chloramphenicol acetyltransferase [ARO:3000122]	298.3
RF0050	Chlor_Acetyltrans_CAT	1098460939|WP_071218680.1|1|1|catU|catU|acetyltransferase|type_A_chloramphenicol_O-acetyltransferase	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	271.3
RF0050	Chlor_Acetyltrans_CAT	1098463964|WP_071218948.1|1|1|vat(I)|vat(I)|acetyltransferase|streptogramin_A_O-acetyltransferase_Vat(I)	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	70.7
RF0008	ABC_tran	1098480194|WP_071223118.1|1|1|taeA|taeA|target_protection|ABC-F_type_ribosomal_protection_protein_TaeA	PF00005.22 ABC transporter [ARO:0010001]	135.0
RF0010	ABC2_membrane	1098480852|WP_071223302.1|1|1|tetB(58)|tetB(58)||tetracycline_efflux_ABC_transporter_Tet(58)_subunit_B	PF01061.19 ABC-2 type transporter [ARO:3000000]	113.9
RF0143	drrA	1098480857|WP_071223303.1|1|1|tetA(58)|tetA(58)||tetracycline_efflux_ABC_transporter_Tet(58)_subunit_A	"TIGR01188 drrA: daunorubicin resistance ABC transporter, ATP-binding protein" [ARO:3000000]	360.0
RF0008	ABC_tran	1098480857|WP_071223303.1|1|1|tetA(58)|tetA(58)||tetracycline_efflux_ABC_transporter_Tet(58)_subunit_A	PF00005.22 ABC transporter [ARO:0010001]	72.5
RF0005	AAC6-Ib	1102724704|WP_071593200.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	423.9
RF0015	Acetyltransf_8	1102724704|WP_071593200.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	110.3
RF0012	Acetyltransf_3	1102724704|WP_071593200.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	53.9
RF0011	Acetyltransf_1	1102724704|WP_071593200.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	46.4
RF0013	Acetyltransf_4	1102724704|WP_071593200.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	36.9
RF0011	Acetyltransf_1	1102724705|WP_071593201.1|1|1|aac(6')-Iag|aac(6')-Iag|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iag	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	53.0
RF0004	AAC6-I	1102724706|WP_071593202.1|1|1|aacA49|aacA49|acetyltransferase|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA49	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	229.1
RF0011	Acetyltransf_1	1102724706|WP_071593202.1|1|1|aacA49|aacA49|acetyltransferase|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA49	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	49.5
RF0014	Acetyltransf_7	1102724706|WP_071593202.1|1|1|aacA49|aacA49|acetyltransferase|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA49	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	38.2
RF0012	Acetyltransf_3	1102724706|WP_071593202.1|1|1|aacA49|aacA49|acetyltransferase|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA49	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	25.8
RF0013	Acetyltransf_4	1102724706|WP_071593202.1|1|1|aacA49|aacA49|acetyltransferase|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA49	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	24.3
RF0027	ANT3	1102724707|WP_071593203.1|1|1|aadA1|aadA1|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	553.6
RF0166	ANT	1102724707|WP_071593203.1|1|1|aadA1|aadA1|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	Aminoglycoside Nucleotidyltransferase	366.5
RF0027	ANT3	1102724709|WP_071593205.1|1|1|aadA1bt|aadA1bt|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1bt	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	547.6
RF0166	ANT	1102724709|WP_071593205.1|1|1|aadA1bt|aadA1bt|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1bt	Aminoglycoside Nucleotidyltransferase	360.7
RF0027	ANT3	1102724712|WP_071593208.1|1|1|aadA1bt|aadA1bt|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1bt	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	544.0
RF0166	ANT	1102724712|WP_071593208.1|1|1|aadA1bt|aadA1bt|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1bt	Aminoglycoside Nucleotidyltransferase	355.8
RF0027	ANT3	1102724720|WP_071593216.1|1|1|aadA2|aadA2|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	542.1
RF0166	ANT	1102724720|WP_071593216.1|1|1|aadA2|aadA2|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	Aminoglycoside Nucleotidyltransferase	360.0
RF0027	ANT3	1102724723|WP_071593219.1|1|1|aadA2|aadA2|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	549.2
RF0166	ANT	1102724723|WP_071593219.1|1|1|aadA2|aadA2|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	Aminoglycoside Nucleotidyltransferase	364.9
RF0169	Small_Multi_Drug_Res	1102724725|WP_071593221.1|1|1|qacK|qacK|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacK	PF00893.14_Small Multidrug Resistance protein	104.0
RF0156	vanT	1102724726|WP_071593222.1|1|1|vanT-Cd|vanT-Cd|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-Cd	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	940.1
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	1102724727|WP_071593223.1|1|1|blaCMY-143|blaCMY|hydrolase|class_C_beta-lactamase_CMY-143	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	780.1
RF0055	ClassC-AmpC	1102724727|WP_071593223.1|1|1|blaCMY-143|blaCMY|hydrolase|class_C_beta-lactamase_CMY-143	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.6
RF0038	Beta-lactamase	1102724727|WP_071593223.1|1|1|blaCMY-143|blaCMY|hydrolase|class_C_beta-lactamase_CMY-143	PF00144.19 Beta-lactamase [ARO:3000001]	290.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	1102724728|WP_071593224.1|1|1|blaCMY-144|blaCMY|hydrolase|class_C_beta-lactamase_CMY-144	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	771.1
RF0055	ClassC-AmpC	1102724728|WP_071593224.1|1|1|blaCMY-144|blaCMY|hydrolase|class_C_beta-lactamase_CMY-144	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.0
RF0038	Beta-lactamase	1102724728|WP_071593224.1|1|1|blaCMY-144|blaCMY|hydrolase|class_C_beta-lactamase_CMY-144	PF00144.19 Beta-lactamase [ARO:3000001]	293.5
RF0080	IMP	1102724729|WP_071593225.1|1|1|blaIMP-63|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-63	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	514.6
RF0123	SubclassB1	1102724729|WP_071593225.1|1|1|blaIMP-63|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-63	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	298.4
RF0054	ClassB	1102724729|WP_071593225.1|1|1|blaIMP-63|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-63	Class B beta-lactamase [ARO:3000004]	250.8
RF0124	SubclassB2	1102724729|WP_071593225.1|1|1|blaIMP-63|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-63	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	53.2
RF0085	Lactamase_B	1102724729|WP_071593225.1|1|1|blaIMP-63|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-63	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	51.3
RF0080	IMP	1102724730|WP_071593226.1|1|1|blaIMP-64|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-64	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	515.7
RF0123	SubclassB1	1102724730|WP_071593226.1|1|1|blaIMP-64|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-64	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	305.2
RF0054	ClassB	1102724730|WP_071593226.1|1|1|blaIMP-64|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-64	Class B beta-lactamase [ARO:3000004]	254.4
RF0124	SubclassB2	1102724730|WP_071593226.1|1|1|blaIMP-64|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-64	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	65.7
RF0085	Lactamase_B	1102724730|WP_071593226.1|1|1|blaIMP-64|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-64	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	52.0
RF0056	ClassD	1102724731|WP_071593227.1|1|1|blaOXA-538|blaOXA-48_like|hydrolase|OXA-48_family_class_D_beta-lactamase_OXA-538	Class D beta-lactamases [ARO:3000075;ARO:3000017]	350.7
RF0148	Transpeptidase	1102724731|WP_071593227.1|1|1|blaOXA-538|blaOXA-48_like|hydrolase|OXA-48_family_class_D_beta-lactamase_OXA-538	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	131.2
RF0005	AAC6-Ib	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	432.4
RF0050	Chlor_Acetyltrans_CAT	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	172.4
RF0015	Acetyltransf_8	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	108.0
RF0012	Acetyltransf_3	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	49.8
RF0011	Acetyltransf_1	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.5
RF0013	Acetyltransf_4	1102724732|WP_071593228.1|1|2|catB8|catB8|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	33.3
RF0005	AAC6-Ib	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	432.4
RF0050	Chlor_Acetyltrans_CAT	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	172.4
RF0015	Acetyltransf_8	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	108.0
RF0012	Acetyltransf_3	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	49.8
RF0011	Acetyltransf_1	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.5
RF0013	Acetyltransf_4	1102724732|WP_071593228.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|bifunctional_type_B-3_chloramphenicol_O-acetyltransferase_CatB8/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	33.3
RF0011	Acetyltransf_1	1102724733|WP_071593229.1|1|1|aac(6')-If|aac(6')-If|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-If	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	52.1
RF0015	Acetyltransf_8	1102724733|WP_071593229.1|1|1|aac(6')-If|aac(6')-If|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-If	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	28.1
RF0005	AAC6-Ib	1102724734|WP_071593230.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	429.1
RF0015	Acetyltransf_8	1102724734|WP_071593230.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	113.1
RF0012	Acetyltransf_3	1102724734|WP_071593230.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	52.3
RF0011	Acetyltransf_1	1102724734|WP_071593230.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	48.1
RF0013	Acetyltransf_4	1102724734|WP_071593230.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	36.6
RF0005	AAC6-Ib	1102724736|WP_071593232.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	432.2
RF0015	Acetyltransf_8	1102724736|WP_071593232.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	111.5
RF0012	Acetyltransf_3	1102724736|WP_071593232.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	52.0
RF0011	Acetyltransf_1	1102724736|WP_071593232.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	45.6
RF0013	Acetyltransf_4	1102724736|WP_071593232.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	35.3
RF0056	ClassD	1102724737|WP_071593233.1|1|1|blaOXA-539|blaOXA-2_like|hydrolase|OXA-2_family_class_D_extended-spectrum_beta-lactamase_OXA-539	Class D beta-lactamases [ARO:3000075;ARO:3000017]	340.0
RF0148	Transpeptidase	1102724737|WP_071593233.1|1|1|blaOXA-539|blaOXA-2_like|hydrolase|OXA-2_family_class_D_extended-spectrum_beta-lactamase_OXA-539	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	136.1
RF0142	MATE_efflux	11037768|AAG27731.1|1|1|norM|norM|efflux|sodium-coupled_multidrug_efflux_MATE_transporter_NorM	TIGR00797 matE: MATE efflux family protein [ARO:3000112]	238.5
RF0113	Qnr	1103907868|WP_071701819.1|1|1|qnrS12|qnrS|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrS12	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	398.4
RF0005	AAC6-Ib	1104448619|WP_071766399.1|1|1|aac(6')-Ib-cr7|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr7	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	424.4
RF0015	Acetyltransf_8	1104448619|WP_071766399.1|1|1|aac(6')-Ib-cr7|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr7	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	110.2
RF0012	Acetyltransf_3	1104448619|WP_071766399.1|1|1|aac(6')-Ib-cr7|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr7	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	52.0
RF0011	Acetyltransf_1	1104448619|WP_071766399.1|1|1|aac(6')-Ib-cr7|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr7	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	48.1
RF0013	Acetyltransf_4	1104448619|WP_071766399.1|1|1|aac(6')-Ib-cr7|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr7	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	37.1
RF0050	Chlor_Acetyltrans_CAT	1104448620|WP_071766400.1|1|1|catB8|catB8|acetyltransferase|type_B-3_chloramphenicol_O-acetyltransferase_CatB8	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	171.2
RF0125	SubclassB3	1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	330.1
RF0084	L1	1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	197.6
RF0054	ClassB	1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	Class B beta-lactamase [ARO:3000004]	164.8
RF0085	Lactamase_B	1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	84.1
RF0086	Lactamase_B_2	1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	PF12706.2 Beta-lactamase superfamily domain [ARO:3000001]	36.9
RF0118	Sfh	1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	sfh beta-lactamases (subclass B2 (metallo-) beta-lactamase) [ARO:3000849]	558.8
RF0124	SubclassB2	1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	425.9
RF0054	ClassB	1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	Class B beta-lactamase [ARO:3000004]	164.0
RF0123	SubclassB1	1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	122.5
RF0085	Lactamase_B	1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	42.9
RF0015	Acetyltransf_8	1104448888|WP_071766620.1|1|1|aacA10|aacA10|acetyltransferase|AAC(6')-I_family_aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	79.6
RF0012	Acetyltransf_3	1104448888|WP_071766620.1|1|1|aacA10|aacA10|acetyltransferase|AAC(6')-I_family_aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	61.0
RF0011	Acetyltransf_1	1104448888|WP_071766620.1|1|1|aacA10|aacA10|acetyltransferase|AAC(6')-I_family_aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	50.5
RF0013	Acetyltransf_4	1104448888|WP_071766620.1|1|1|aacA10|aacA10|acetyltransferase|AAC(6')-I_family_aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.5
RF0005	AAC6-Ib	1104448922|WP_071766621.1|1|1|aac(6')-Ib-cr3|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr3	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	418.0
RF0015	Acetyltransf_8	1104448922|WP_071766621.1|1|1|aac(6')-Ib-cr3|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr3	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	110.3
RF0012	Acetyltransf_3	1104448922|WP_071766621.1|1|1|aac(6')-Ib-cr3|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr3	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	52.0
RF0011	Acetyltransf_1	1104448922|WP_071766621.1|1|1|aac(6')-Ib-cr3|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr3	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	48.1
