Accession	family	query_name	Resfams_description
MB-RF034	ClassA	gb|AAN05028.1|ARO:3000941|TEM-75	Class A beta-lactamase [ARO:3000078]	436.8
MB-RF040	CMY	gb|BAF36388.1|ARO:3002048|CMY-37	CMY betalactamase (class C) [ARO:3000069]	842.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAF36388.1|ARO:3002048|CMY-37	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	681.6
MB-RF036	ClassC-AmpC	gb|BAF36388.1|ARO:3002048|CMY-37	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.8
MB-RF115	SHV	gb|CAQ03507.1|ARO:3001156|SHV-107	SHV related beta-lactamase (class a)	667.5
MB-RF114	SHV-LEN	gb|CAQ03507.1|ARO:3001156|SHV-107	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	662.7
MB-RF113	SHV-LEN-OKP	gb|CAQ03507.1|ARO:3001156|SHV-107	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	657.6
MB-RF034	ClassA	gb|CAQ03507.1|ARO:3001156|SHV-107	Class A beta-lactamase [ARO:3000078]	464.8
MB-RF041	MOX	gb|ACA30419.1|ARO:3002186|MOX-3	MOX betalactamase (class C) [ARO:3000083]	855.8
MB-RF039	CMY-MOX-FOX	gb|ACA30419.1|ARO:3002186|MOX-3	A grouping of related CMY, MOX, FOX betalactamase (class C)	824.8
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACA30419.1|ARO:3002186|MOX-3	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	601.5
MB-RF036	ClassC-AmpC	gb|ACA30419.1|ARO:3002186|MOX-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	578.4
MB-RF104	PER	gb|ADD80743.1|ARO:3002368|PER-6	PER beta-lactamases (class a) -- Separated from VEB-PER	680.0
MB-RF034	ClassA	gb|ADD80743.1|ARO:3002368|PER-6	Class A beta-lactamase [ARO:3000078]	280.9
MB-RF040	CMY	gb|CAA55007.1|ARO:3001857|LAT-1	CMY betalactamase (class C) [ARO:3000069]	843.4
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAA55007.1|ARO:3001857|LAT-1	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	681.4
MB-RF036	ClassC-AmpC	gb|CAA55007.1|ARO:3001857|LAT-1	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.4
MB-RF043	ACT-MIR	gb|ABZ81086.1|ARO:3001829|ACT-4	A grouping of related ACT and MIR betalactamases (class C) [ARO:3000072;ARO:3000058]	915.0
MB-RF044	ACT	gb|ABZ81086.1|ARO:3001829|ACT-4	ACT betalactamase (class C) [ARO:3000072]	861.5
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ABZ81086.1|ARO:3001829|ACT-4	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	658.8
MB-RF036	ClassC-AmpC	gb|ABZ81086.1|ARO:3001829|ACT-4	Class C beta-lactamases [ARO:3000076;ARO:3000019]	635.1
MB-RF096	OXA-cluster3	gb|AEQ73521.1|ARO:3001806|OXA-224	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	392.8
MB-RF037	ClassD	gb|AEQ73521.1|ARO:3001806|OXA-224	Class D beta-lactamases [ARO:3000075;ARO:3000017]	269.4
MB-RF093	OXA	gb|AEQ73521.1|ARO:3001806|OXA-224	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	265.3
MB-RF124	SubclassB2	gb|AAP97129.1|ARO:3003104|cphA8	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	563.2
MB-RF035	ClassB	gb|AAP97129.1|ARO:3003104|cphA8	Class B beta-lactamase [ARO:3000004]	188.9
MB-RF159	VEB	gb|ACA34904.1|ARO:3002374|VEB-6	VEB beta-lactamases (class a) -- Separated from VEB-PER	695.3
MB-RF034	ClassA	gb|ACA34904.1|ARO:3002374|VEB-6	Class A beta-lactamase [ARO:3000078]	258.3
MB-RF040	CMY	gb|ACV32310.1|ARO:3002060|CMY-49	CMY betalactamase (class C) [ARO:3000069]	837.2
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACV32310.1|ARO:3002060|CMY-49	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	682.6
MB-RF036	ClassC-AmpC	gb|ACV32310.1|ARO:3002060|CMY-49	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.5
MB-RF037	ClassD	gb|AEM66528.1|ARO:3001809|OXA-209	Class D beta-lactamases [ARO:3000075;ARO:3000017]	289.1
MB-RF093	OXA	gb|AEM66528.1|ARO:3001809|OXA-209	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	283.8
MB-RF113	SHV-LEN-OKP	gb|AAN05031.1|ARO:3002472|LEN-4	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	595.0
MB-RF034	ClassA	gb|AAN05031.1|ARO:3002472|LEN-4	Class A beta-lactamase [ARO:3000078]	426.4
MB-RF040	CMY	gb|AGZ20169.1|ARO:3002120|CMY-108	CMY betalactamase (class C) [ARO:3000069]	845.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AGZ20169.1|ARO:3002120|CMY-108	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	686.7
MB-RF036	ClassC-AmpC	gb|AGZ20169.1|ARO:3002120|CMY-108	Class C beta-lactamases [ARO:3000076;ARO:3000019]	655.3
MB-RF044	ACT	gb|AFU25650.1|ARO:3001834|ACT-12	ACT betalactamase (class C) [ARO:3000072]	850.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFU25650.1|ARO:3001834|ACT-12	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	654.0
MB-RF036	ClassC-AmpC	gb|AFU25650.1|ARO:3001834|ACT-12	Class C beta-lactamases [ARO:3000076;ARO:3000019]	631.7
MB-RF081	MexA	gb|AAD51344.1|ARO:3003051|smeA	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	580.1
MB-RF072	macA	gb|AAD51344.1|ARO:3003051|smeA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	251.6
MB-RF006	ABCAntibioticEffluxPump	gb|AAD51344.1|ARO:3003051|smeA	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	162.3
MB-RF108	RNDefflux	gb|AAD51344.1|ARO:3003051|smeA	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	133.3
MB-RF086	MFSAntibioticEffluxPump	gb|AAD51344.1|ARO:3003051|smeA	major facilitator superfamily (MFS) antibiotic efflux pump	92.8
MB-RF156	vanX	gb|AAF36804.1|ARO:3002952|vanXF	VanX: glycopeptide resistance gene [ARO:3000011]	379.1
MB-RF154	vanT	gb|ABX54690.1|ARO:3002974|vanTrL	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	511.9
MB-RF100	OXA-cluster7	gb|AIY30332.1|ARO:3003161|OXA-423	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	569.4
MB-RF093	OXA	gb|AIY30332.1|ARO:3003161|OXA-423	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	372.9
MB-RF037	ClassD	gb|AIY30332.1|ARO:3003161|OXA-423	Class D beta-lactamases [ARO:3000075;ARO:3000017]	364.7
MB-RF120	SME	gb|AAS92558.1|ARO:3002381|SME-3	SME beta-lactamase (class a) [ARO:3000055]	696.8
MB-RF034	ClassA	gb|AAS92558.1|ARO:3002381|SME-3	Class A beta-lactamase [ARO:3000078]	359.3
MB-RF063	IMP	gb|AFG73659.1|ARO:3002219|IMP-28	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	537.5
MB-RF035	ClassB	gb|AFG73659.1|ARO:3002219|IMP-28	Class B beta-lactamase [ARO:3000004]	267.3
MB-RF123	SubclassB1	gb|AFG73659.1|ARO:3002219|IMP-28	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	261.1
MB-RF090	NDM-CcrA	gb|AFK80349.1|ARO:3002354|NDM-3	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	335.8
MB-RF123	SubclassB1	gb|AFK80349.1|ARO:3002354|NDM-3	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	298.5
MB-RF035	ClassB	gb|AFK80349.1|ARO:3002354|NDM-3	Class B beta-lactamase [ARO:3000004]	239.4
MB-RF040	CMY	gb|CBB16411.1|ARO:3002056|CMY-45	CMY betalactamase (class C) [ARO:3000069]	842.4
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|CBB16411.1|ARO:3002056|CMY-45	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	680.3
MB-RF036	ClassC-AmpC	gb|CBB16411.1|ARO:3002056|CMY-45	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.9
MB-RF115	SHV	gb|ABC54571.1|ARO:3001139|SHV-85	SHV related beta-lactamase (class a)	668.4
MB-RF114	SHV-LEN	gb|ABC54571.1|ARO:3001139|SHV-85	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	663.6
MB-RF113	SHV-LEN-OKP	gb|ABC54571.1|ARO:3001139|SHV-85	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	658.5
MB-RF034	ClassA	gb|ABC54571.1|ARO:3001139|SHV-85	Class A beta-lactamase [ARO:3000078]	467.8
MB-RF160	VIM	gb|AEZ49857.1|ARO:3002302|VIM-32	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	593.4
MB-RF035	ClassB	gb|AEZ49857.1|ARO:3002302|VIM-32	Class B beta-lactamase [ARO:3000004]	250.8
MB-RF123	SubclassB1	gb|AEZ49857.1|ARO:3002302|VIM-32	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	209.8
MB-RF063	IMP	gb|AEN75249.1|ARO:3002229|IMP-38	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	532.6
MB-RF035	ClassB	gb|AEN75249.1|ARO:3002229|IMP-38	Class B beta-lactamase [ARO:3000004]	267.8
MB-RF123	SubclassB1	gb|AEN75249.1|ARO:3002229|IMP-38	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	264.2
MB-RF127	TEM	gb|ABM54870.1|ARO:3001026|TEM-160	TEM beta-lactamase (class a) [ARO:3000014]	670.3
MB-RF034	ClassA	gb|ABM54870.1|ARO:3001026|TEM-160	Class A beta-lactamase [ARO:3000078]	469.9
MB-RF004	AAC6-I	gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	88.5
MB-RF011	Aminoglycoside	gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa	Determinant of Aminoglycoside Resistance	14.7
MB-RF115	SHV	gb|AAP41944.1|ARO:3001108|SHV-51	SHV related beta-lactamase (class a)	662.1
MB-RF114	SHV-LEN	gb|AAP41944.1|ARO:3001108|SHV-51	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	657.0
MB-RF113	SHV-LEN-OKP	gb|AAP41944.1|ARO:3001108|SHV-51	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	651.7
MB-RF034	ClassA	gb|AAP41944.1|ARO:3001108|SHV-51	Class A beta-lactamase [ARO:3000078]	459.5
MB-RF127	TEM	gb|ACR22829.1|ARO:3001034|TEM-168	TEM beta-lactamase (class a) [ARO:3000014]	672.3
MB-RF034	ClassA	gb|ACR22829.1|ARO:3001034|TEM-168	Class A beta-lactamase [ARO:3000078]	472.6
MB-RF127	TEM	gb|CAI29263.1|ARO:3000994|TEM-130	TEM beta-lactamase (class a) [ARO:3000014]	664.8
MB-RF034	ClassA	gb|CAI29263.1|ARO:3000994|TEM-130	Class A beta-lactamase [ARO:3000078]	467.1
MB-RF101	OXA-cluster8	gb|ABF50983.1|ARO:3001437|OXA-67	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	619.9
MB-RF093	OXA	gb|ABF50983.1|ARO:3001437|OXA-67	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	411.2
MB-RF037	ClassD	gb|ABF50983.1|ARO:3001437|OXA-67	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.9
MB-RF127	TEM	gb|AAL29433.1|ARO:3000948|TEM-81	TEM beta-lactamase (class a) [ARO:3000014]	670.8
MB-RF034	ClassA	gb|AAL29433.1|ARO:3000948|TEM-81	Class A beta-lactamase [ARO:3000078]	470.2
MB-RF101	OXA-cluster8	gb|CCJ32597.1|ARO:3001674|OXA-249	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.0
MB-RF093	OXA	gb|CCJ32597.1|ARO:3001674|OXA-249	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.0
MB-RF037	ClassD	gb|CCJ32597.1|ARO:3001674|OXA-249	Class D beta-lactamases [ARO:3000075;ARO:3000017]	398.5
MB-RF115	SHV	gb|AFQ32277.1|ARO:3001344|SHV-143	SHV related beta-lactamase (class a)	665.8
MB-RF114	SHV-LEN	gb|AFQ32277.1|ARO:3001344|SHV-143	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	660.7
MB-RF113	SHV-LEN-OKP	gb|AFQ32277.1|ARO:3001344|SHV-143	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	655.4
MB-RF034	ClassA	gb|AFQ32277.1|ARO:3001344|SHV-143	Class A beta-lactamase [ARO:3000078]	462.3
MB-RF104	PER	gb|ACN22483.1|ARO:3002367|PER-5	PER beta-lactamases (class a) -- Separated from VEB-PER	706.6
MB-RF034	ClassA	gb|ACN22483.1|ARO:3002367|PER-5	Class A beta-lactamase [ARO:3000078]	257.8
MB-RF040	CMY	gb|CAH03679.1|ARO:3002027|CMY-16	CMY betalactamase (class C) [ARO:3000069]	847.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAH03679.1|ARO:3002027|CMY-16	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	684.9
MB-RF036	ClassC-AmpC	gb|CAH03679.1|ARO:3002027|CMY-16	Class C beta-lactamases [ARO:3000076;ARO:3000019]	653.0
MB-RF101	OXA-cluster8	gb|AIZ00987.1|ARO:3003117|OXA-421	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	559.9
MB-RF093	OXA	gb|AIZ00987.1|ARO:3003117|OXA-421	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	389.2
MB-RF037	ClassD	gb|AIZ00987.1|ARO:3003117|OXA-421	Class D beta-lactamases [ARO:3000075;ARO:3000017]	382.0
MB-RF059	GES	gb|AAK58421.1|ARO:3002331|GES-2	GES beta-lactamase (class a) [ARO:3000066]	676.2
MB-RF034	ClassA	gb|AAK58421.1|ARO:3002331|GES-2	Class A beta-lactamase [ARO:3000078]	306.8
MB-RF115	SHV	gb|ABX71158.1|ARO:3001153|SHV-104	SHV related beta-lactamase (class a)	666.7
MB-RF114	SHV-LEN	gb|ABX71158.1|ARO:3001153|SHV-104	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.5
MB-RF113	SHV-LEN-OKP	gb|ABX71158.1|ARO:3001153|SHV-104	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	656.3
MB-RF034	ClassA	gb|ABX71158.1|ARO:3001153|SHV-104	Class A beta-lactamase [ARO:3000078]	466.1
MB-RF014	ANT3	gb|AAC14728.1|ARO:3002603|aadA3	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	512.8
MB-RF012	ANT	gb|AAC14728.1|ARO:3002603|aadA3	Aminoglycoside Nucleotidyltransferase	479.2
MB-RF011	Aminoglycoside	gb|AAC14728.1|ARO:3002603|aadA3	Determinant of Aminoglycoside Resistance	388.4
MB-RF044	ACT	gb|AFU25647.1|ARO:3001836|ACT-14	ACT betalactamase (class C) [ARO:3000072]	878.6
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFU25647.1|ARO:3001836|ACT-14	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	665.2
MB-RF036	ClassC-AmpC	gb|AFU25647.1|ARO:3001836|ACT-14	Class C beta-lactamases [ARO:3000076;ARO:3000019]	637.2
MB-RF072	macA	gb|CAH35803.1|ARO:3002982|amrA	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	261.9
MB-RF006	ABCAntibioticEffluxPump	gb|CAH35803.1|ARO:3002982|amrA	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	202.8
MB-RF108	RNDefflux	gb|CAH35803.1|ARO:3002982|amrA	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	141.0
MB-RF086	MFSAntibioticEffluxPump	gb|CAH35803.1|ARO:3002982|amrA	major facilitator superfamily (MFS) antibiotic efflux pump	85.3
MB-RF040	CMY	gb|ABB72431.1|ARO:3002033|CMY-22	CMY betalactamase (class C) [ARO:3000069]	848.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ABB72431.1|ARO:3002033|CMY-22	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	684.3
MB-RF036	ClassC-AmpC	gb|ABB72431.1|ARO:3002033|CMY-22	Class C beta-lactamases [ARO:3000076;ARO:3000019]	652.3
MB-RF056	ErmA	gb|CCF55073.1|ARO:3003205|Erm(43)	ErmA: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000347]	445.8
MB-RF055	Erm23SRibosomalRNAMethyltransferase	gb|CCF55073.1|ARO:3003205|Erm(43)	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	257.3
MB-RF058	ErmC	gb|CCF55073.1|ARO:3003205|Erm(43)	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	213.0
MB-RF152	vanR	gb|AAF86641.1|ARO:3002922|vanRC	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	371.2
MB-RF020	APH3_prime	gb|AAC32025.1|ARO:3002650|APH(3')-Vb	aminoglycoside phosphotransferase prime (APH3')	339.7
MB-RF018	APH3	gb|AAC32025.1|ARO:3002650|APH(3')-Vb	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	315.0
MB-RF011	Aminoglycoside	gb|AAC32025.1|ARO:3002650|APH(3')-Vb	Determinant of Aminoglycoside Resistance	96.8
MB-RF057	ErmB	gb|AAF86219.1|ARO:3000375|ErmB	ErmB: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000375]	572.5
MB-RF055	Erm23SRibosomalRNAMethyltransferase	gb|AAF86219.1|ARO:3000375|ErmB	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	265.9
MB-RF058	ErmC	gb|AAF86219.1|ARO:3000375|ErmB	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	206.7
MB-RF022	baeR	gb|AAD51348.1|ARO:3003066|smeR	baeR: subunit of gene modulating antibiotic efflux [ARO:3000828]	313.6
MB-RF060	GMR	gb|AAD51348.1|ARO:3003066|smeR	determinant of Gene Modulating Resistance	30.6
MB-RF101	OXA-cluster8	gb|AAW81358.1|ARO:3001645|OXA-78	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	618.6
MB-RF093	OXA	gb|AAW81358.1|ARO:3001645|OXA-78	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.7
MB-RF037	ClassD	gb|AAW81358.1|ARO:3001645|OXA-78	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.0
MB-RF123	SubclassB1	gb|AAN63647.1|ARO:3000843|MUS-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	365.8
MB-RF035	ClassB	gb|AAN63647.1|ARO:3000843|MUS-1	Class B beta-lactamase [ARO:3000004]	259.3
MB-RF027	BlaB	gb|AAN63647.1|ARO:3000843|MUS-1	Beta-lactamase B (BlaB) (subclass B1 (metallo-) beta-lactamase) [ARO:3000579]	232.7
MB-RF141	TetS	gb|AAA25293.1|ARO:3000192|tetS	"tetS: tetracycline resistance ribosomal protection protein" [ARO:3000192]	1531.5
MB-RF137	TetM-TetW-TetO-TetS	gb|AAA25293.1|ARO:3000192|tetS	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186; ARO:3000194;ARO:3000190;ARO:3000192]	1217.0
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	gb|AAA25293.1|ARO:3000192|tetS	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	1043.9
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAA25293.1|ARO:3000192|tetS	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	270.2
MB-RF091	norA	gb|AAS68233.1|ARO:3000391|norA	norA: major facilitator superfamily (MFS) antibiotic efflux pump [ARO:3000391]	796.5
MB-RF145	TetY	gb|AAS68233.1|ARO:3000391|norA	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	300.8
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAS68233.1|ARO:3000391|norA	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	237.2
MB-RF086	MFSAntibioticEffluxPump	gb|AAS68233.1|ARO:3000391|norA	major facilitator superfamily (MFS) antibiotic efflux pump	104.0
MB-RF115	SHV	gb|AEK80394.1|ARO:3001182|SHV-140	SHV related beta-lactamase (class a)	664.9
MB-RF114	SHV-LEN	gb|AEK80394.1|ARO:3001182|SHV-140	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	659.7
MB-RF113	SHV-LEN-OKP	gb|AEK80394.1|ARO:3001182|SHV-140	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	654.5
MB-RF034	ClassA	gb|AEK80394.1|ARO:3001182|SHV-140	Class A beta-lactamase [ARO:3000078]	466.1
MB-RF160	VIM	gb|ABC94518.1|ARO:3002283|VIM-13	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	574.1
MB-RF035	ClassB	gb|ABC94518.1|ARO:3002283|VIM-13	Class B beta-lactamase [ARO:3000004]	247.5
MB-RF123	SubclassB1	gb|ABC94518.1|ARO:3002283|VIM-13	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	208.1
MB-RF115	SHV	gb|CEA29750.1|ARO:3003154|SHV-187	SHV related beta-lactamase (class a)	667.6
MB-RF114	SHV-LEN	gb|CEA29750.1|ARO:3003154|SHV-187	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	662.5
MB-RF113	SHV-LEN-OKP	gb|CEA29750.1|ARO:3003154|SHV-187	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	657.3
MB-RF034	ClassA	gb|CEA29750.1|ARO:3003154|SHV-187	Class A beta-lactamase [ARO:3000078]	468.4
MB-RF022	baeR	gb|CCP46065.1|ARO:3000816|mtrA	baeR: subunit of gene modulating antibiotic efflux [ARO:3000828]	300.4
MB-RF060	GMR	gb|CCP46065.1|ARO:3000816|mtrA	determinant of Gene Modulating Resistance	27.5
MB-RF119	OKP-B	gb|CAP12360.2|ARO:3002453|OKP-B-20	varaint B of OKP related beta-lactamase (class a)	667.2
MB-RF117	OKP	gb|CAP12360.2|ARO:3002453|OKP-B-20	OKP related beta-lactamase (class a)	656.6
MB-RF113	SHV-LEN-OKP	gb|CAP12360.2|ARO:3002453|OKP-B-20	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	621.2
MB-RF114	SHV-LEN	gb|CAP12360.2|ARO:3002453|OKP-B-20	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	605.9
MB-RF034	ClassA	gb|CAP12360.2|ARO:3002453|OKP-B-20	Class A beta-lactamase [ARO:3000078]	449.9
MB-RF154	vanT	gb|ABA71733.1|ARO:3002972|vanTG	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	1181.1
MB-RF016	ANT6	gb|AAU10334.1|ARO:3002628|aad(6)	Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]	522.9
MB-RF012	ANT	gb|AAU10334.1|ARO:3002628|aad(6)	Aminoglycoside Nucleotidyltransferase	155.7
MB-RF011	Aminoglycoside	gb|AAU10334.1|ARO:3002628|aad(6)	Determinant of Aminoglycoside Resistance	71.4
MB-RF048	CTX-M	gb|BAD90119.1|ARO:3001924|CTX-M-63	CTX-M beta-lactamase (class a) [ARO:3000016]	613.3
MB-RF034	ClassA	gb|BAD90119.1|ARO:3001924|CTX-M-63	Class A beta-lactamase [ARO:3000078]	388.7
MB-RF044	ACT	gb|AHM76777.1|ARO:3001839|ACT-18	ACT betalactamase (class C) [ARO:3000072]	879.9
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHM76777.1|ARO:3001839|ACT-18	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	667.9
MB-RF036	ClassC-AmpC	gb|AHM76777.1|ARO:3001839|ACT-18	Class C beta-lactamases [ARO:3000076;ARO:3000019]	640.1
