Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MEG_4681|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-715	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_016685888.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-715	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4682|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630921.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4683|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630920.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4684|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-689	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630891.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-689	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4685|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-696	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630898.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-696	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4686|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-771	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268270.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-771	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4687|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-734	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630853.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-734	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4688|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630911.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4689|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-688	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630890.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-688	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_468|Drugs|betalactams|Class_C_betalactamases|ACT	blaACT	cephalosporin-hydrolyzing class C beta-lactamase ACT-19	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_047354536.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-19	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
MEG_4690|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-693	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630895.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-693	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4691|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630906.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4692|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-530	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_068981645.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-530	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4693|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-798	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_136512089.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-798	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4694|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-528	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_068981643.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-528	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4695|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-562	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_085562416.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-562	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4696|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630908.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4697|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268255.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4698|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-797	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_136512088.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-797	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4699|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-525	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_068981640.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-525	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_469|Drugs|betalactams|Class_C_betalactamases|ACT	blaACT	cephalosporin-hydrolyzing class C beta-lactamase ACT-28	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_023331841.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-28	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	287	286	100.00	100.00	286	WP_063840267.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NF033080.0	AAC(3)-II family aminoglycoside N-acetyltransferase
MEG_4700|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-654	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_109791216.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-654	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4701|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-829	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_140423322.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-829	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4702|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-733	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630844.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-733	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4703|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-536	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_070064535.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-536	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4704|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-776	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268275.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-776	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4705|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268258.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4706|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268259.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4707|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-507	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_063864138.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-507	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4708|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-738	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268238.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-738	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4709|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268250.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4710|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-340	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_057053864.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-340	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4711|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268268.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4712|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-770	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_128268269.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-770	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4713|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-557	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_085562411.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-557	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4714|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630917.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4715|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-800	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_136512091.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-800	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4716|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-694	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630896.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-694	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4717|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630922.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4718|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-196	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_063861486.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-196	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4719|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-697	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630899.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-697	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4720|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	class D beta-lactamase OXA-464	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	254	253	100.00	100.00	253	WP_046991607.1	class D beta-lactamase OXA-464	NF012161.0	class D beta-lactamase
MEG_4721|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	274	273	100.00	100.00	273	WP_136512097.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4722|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-818	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	274	273	100.00	100.00	273	WP_034670108.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-818	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4723|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	274	273	100.00	100.00	273	WP_136512101.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4724|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	class D beta-lactamase OXA-114s	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	276	275	100.00	100.00	275	WP_136512077.1	class D beta-lactamase OXA-114s	NF033818.0	OXA-114 family class D beta-lactamase
MEG_4725|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	class D beta-lactamase OXA-114l	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	276	275	100.00	100.00	275	WP_054517040.1	class D beta-lactamase OXA-114l	NF033818.0	OXA-114 family class D beta-lactamase
MEG_4726|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	class D beta-lactamase OXA-114j	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	276	275	100.00	100.00	275	WP_054437016.1	class D beta-lactamase OXA-114j	NF033818.0	OXA-114 family class D beta-lactamase
MEG_4727|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-2 family class D beta-lactamase OXA-737	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	276	275	100.00	100.00	275	WP_122630856.1	OXA-2 family class D beta-lactamase OXA-737	NF000267.2	OXA-2 family class D beta-lactamase
MEG_4728|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-2 family inhibitor-resistant class D extended-spectrum beta-lactamase OXA-681	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_122630881.1	OXA-2 family inhibitor-resistant class D extended-spectrum beta-lactamase OXA-681	NF000267.2	OXA-2 family class D beta-lactamase
MEG_4729|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-2 family inhibitor-resistant class D extended-spectrum beta-lactamase OXA-539	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	277	276	100.00	100.00	276	WP_071593233.1	OXA-2 family inhibitor-resistant class D extended-spectrum beta-lactamase OXA-539	NF000267.2	OXA-2 family class D beta-lactamase
MEG_4730|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-2 family class D beta-lactamase OXA-540	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	276	275	100.00	100.00	275	WP_071846203.1	OXA-2 family class D beta-lactamase OXA-540	NF000267.2	OXA-2 family class D beta-lactamase
MEG_4731|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-119	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	267	266	100.00	100.00	266	WP_032490445.1	oxacillin-hydrolyzing class D beta-lactamase OXA-119	NF033104.0	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase
MEG_4732|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	267	266	100.00	100.00	266	WP_122634438.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779	NF033104.0	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase
MEG_4733|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-805	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	274	273	100.00	100.00	273	WP_136512096.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-805	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4734|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-12 family class D beta-lactamase OXA-726	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	265	264	100.00	100.00	264	WP_101150415.1	OXA-12 family class D beta-lactamase OXA-726	NF033702.0	OXA-12 family class D beta-lactamase
MEG_4735|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-286 family class D beta-lactamase OXA-307	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	279	278	100.00	100.00	278	WP_032879257.1	OXA-286 family class D beta-lactamase OXA-307	NF000520.2	OXA-286 family class D beta-lactamase
MEG_4736|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-286 family class D beta-lactamase OXA-670	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	278	277	100.00	100.00	277	WP_016651348.1	OXA-286 family class D beta-lactamase OXA-670	NF000520.2	OXA-286 family class D beta-lactamase
MEG_4737|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-286 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	279	280	99.29	100.00	278	WP_081401608.1	OXA-286 family class D beta-lactamase OXA-671	NF000520.2	OXA-286 family class D beta-lactamase
MEG_4738|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	272	271	100.00	100.00	271	WP_064808881.1	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4739|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-571	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	272	271	100.00	100.00	271	WP_102607463.1	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-571	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase
MEG_473|Drugs|betalactams|Class_C_betalactamases|ACT	blaACT	cephalosporin-hydrolyzing class C beta-lactamase ACT-29	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063857772.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-29	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
MEG_4740|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-570	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	272	271	100.00	100.00	271	WP_102607462.1	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-570	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4741|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-85 family oxacillin-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	262	261	100.00	99.62	261	WP_032835180.1	oxacillin-hydrolyzing class D beta-lactamase OXA-85	NF000502.2	OXA-85 family oxacillin-hydrolyzing class D beta-lactamase
MEG_4742|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	277	276	100.00	99.64	276	WP_116786836.1	class D beta-lactamase OXA-730	NF012161.0	class D beta-lactamase
MEG_4743|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	275	274	100.00	100.00	274	WP_002057397.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4744|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-813	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	274	273	100.00	100.00	273	WP_005404206.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-813	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-17	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	267	266	100.00	100.00	266	WP_032491804.1	OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-17	NF000386.2	OXA-10 family class D beta-lactamase
MEG_4746|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	275	274	100.00	99.64	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-20	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	267	266	100.00	100.00	266	WP_000586782.1	oxacillin-hydrolyzing class D beta-lactamase OXA-20	NF012161.0	class D beta-lactamase
